paper_id,title,abstract,manual_label
03dfde809f11f2cead916a16874d07fd9cf76341,SATDAUG - A Balanced and Augmented Dataset for Detecting Self-Admitted Technical Debt.,"Self-admitted technical debt (SATD) refers to a form of technical debt in which developers explicitly acknowledge and document the existence of technical shortcuts, workarounds, or temporary solutions within the codebase. Over recent years, researchers have manually labeled datasets derived from various software development artifacts: source code comments, messages from the issue tracker and pull request sections, and commit messages. These datasets are designed for training, evaluation, performance validation, and improvement of machine learning and deep learning models to accurately identify SATD instances. However, class imbalance poses a serious challenge across all the existing datasets, particularly when researchers are interested in categorizing the specific types of SATD. In order to address the scarcity of labeled data for SATD identification (i.e., whether an instance is SATD or not) and categorization (i.e., which type of SATD is being classified) in existing datasets, we share the SATDAUG dataset, an augmented version of existing SATD datasets, including source code comments, issue tracker, pull requests, and commit messages. These augmented datasets have been balanced in relation to the available artifacts and provide a much richer source of labeled data for training machine learning or deep learning models.",Tool Paper
ce8468ba18aa8779ffd8fd213378a2d97cfea049,Technical Debt Management in Agile Context: A new framework and case study in a large financial institution.,"Background: Agile approaches and practices have become pervasive in the software industry. The principles of this methodology consistently prioritize technical excellence and the advancement of sustainable development, leading to the creation of high-quality code that aims to minimize Technical Debt (TD). However, the agile methodology does not guarantee the absence of software TD; it must be closely managed to maintain control. Objective: This research proposes a more systematic framework that helps manage TD in agile development environments. Method: Apart from the framework for TD management, we conducted a case study in an agile development team to improve our understanding of the practical application of the proposed TD management framework while considering its positive and negative effects on software management. Results: This study presents a TD management framework based on Planning Poker for size prediction, evaluating the negative impact of TD as a variable, and a proposal for assigning value to the priority of TD items to facilitate the decision to pay for them. Conclusions: The proposed framework was verified to help manage TD in agile development environments. The outcomes of our study offer potential usefulness for professionals seeking a more methodical approach to evaluating and prioritizing TD payment.",Tool Paper
48dc41b37f76fa7d4117e4995335643e1860a559,Revisiting Technical Debt Types and Indicators for Software Systems.,"Technical Debt (TD) 1 term in software systems was introduced over two decades ago and remains a critical concern in software development. It has the potential to evolve into a liability that necessitates refactoring or rewriting code over time. Regardless of its significance, there exists a notable gap in literature concerning a comprehensive list of technical debt indicators. The purpose of this study is to re-evaluate existing TD categorization and extend TD indicators and offer a complete and validated TD Type and TD Indicator list. In this study, we adopted a qualitative research approach and used mapping and expert opinion techniques as the research approach. The number of TD indicators extracted from existing formal literature was 60 which was extended to 92 by reviewing gray literature. This list was then subjected to the expert review, and with their feedback, grew by an additional 21%. Consequently, we present 10 distinct TD types, accompanied by 120 TD indicators that would aid in TD identification, resolution and minimizing the risks and costs associated with technical debt in software development.",Theoretical Contribution
d86562ca69fc0a47fc15e0b29347f545acb215d9,Technical Debt Prediction.,"Technical debt prediction involves anticipating prob-lems and challenges in software projects. Because of lousy coding choices, these projects are often far from the optimal design. These issues can accumulate over time and affect long-term maintainability and stability. Numerous studies are available for predicting technical debt. For instance, some studies utilize static analysis tools like Pylint11https://pypi.org/project/pylint/, and others use dynamic code analysis tools like SZZ [1]. This study addresses AI predictions using data obtained from static analysis tools. This paper presents technical debt prediction using static code analysis data generated with SonarQube22https://docs.sonarsource.com!sonarqube/latest/ and Radon33https://pypi.org/project/radon/. It covers both short-term and long-term predictions by analyzing code quality metrics such as complexity, duplication, and adherence to standards. The study also integrates git commit classification to analyze commit history, providing valuable insights into the evolution and management of technical debt within the project.",Empirical Study
70edf9109a7faf6df77da2a6b79d7af094dde187,Towards a Technical Debt for AI-based Recommender System.,"Balancing the management of technical debt within recommender systems requires effectively juggling the introduction of new features with the ongoing maintenance and enhancement of the current system. Within the realm of recommender systems, technical debt encompasses the trade-offs and expedient choices made during the development and upkeep of the recommendation system, which could potentially have adverse effects on its long-term performance, scalability, and maintainability. In this vision paper, our objective is to kickstart a research direction regarding Technical Debt in AI-based Recommender Systems. We identified 15 potential factors, along with detailed explanations outlining why it is advisable to consider them.",Position Paper
fc0973a04b032d8796d45b0ed25fc1e1223aab7e,Comparing Multivariate Time Series Analysis and Machine Learning Performance for Technical Debt Prediction: The SQALE Index Case.,"Predicting Technical Debt has become a popular research niche in recent software engineering literature. However, there is no consistent approach yet that succeeds in entirely capturing the nature of this type of data. We applied each technique on a dataset consisting of the commit data of a total of 28 Java projects. We predicted the future values of the SQALE index to evaluate their predictive performance. Using these techniques we confirmed the predictive power of each of them with the same commit data. We aim to investigate further the time-dependent nature of other types of commit data to validate the existing prediction techniques.",Empirical Study
18da7fdc55ee54048757abaa0a7f81395f5c7eff,Self-Admitted Technical Debts Identification: How Far Are We?,"Self-admitted technical debt (SATD) is a kind of technical debt that is already acknowledged by the developers and needs additional work or resources to address in the future. In recent years, though many methods have been proposed to detect SATDs, these methods have mainly focused on Java-type code comments published by Maldonado et al. It is unclear whether these methods trained on Maldonado's code comments dataset can find SATD in other programming languages or other software artifacts, such as issue trackers, pull requests, and commit messages effectively. In order to answer the above confusion and investigate how far our community has progressed in the field of SATD identification, we first collect a comprehensive dataset that contains SATDs in code comments from four different programming languages (java, python, docker file, XML) and SATDs in other different artifacts (issue tracker, pull requests, commit messages) from previous papers working in the field of SATD. Then, we re-train the existing models with Maldonado's code comments dataset and test all the models on other programming languages and other artifacts. The results show that existing SATD identification methods can find SATDs in other non-Java languages, but perform poorly in identifying SATDs from three other different artifacts. In addition, in order to simultaneously identify four different artifacts of SATDs, we develop a Multi-Task Learning model utilizing BERT for SATD identification (MT-BERT-SATD). Considering four different artifacts and the SATD identification tasks, MT-BERT-SATD achieves an average F1-score of 0.712 (0.625-0.859), which is superior to existing models from 4.6% to 30.4%. Results show that MT-BERT-SATD can effectively identify SATD instances across explored programming languages and software artifacts, indicating its capability to identify SATD instances in new and unexplored programming languages and software artifacts.",Tool Paper
fbf29e4b32450e2a9b32358f066cf8d808ee4632,Sentiment of Technical Debt Security Questions on Stack Overflow: A Replication Study.,"Technical debt (TD) refers to the accumulation of negative consequences resulting from sub-optimal solutions during software development. A recent paper by Edbert et al. studied the difference between security-related TD questions, and security-related non- TD questions on Stack Overflow (SO). One of the characteristics under investigation is the sentiment expressed in these two categories as sentiment provides insight into developers' attitudes and emotions toward security-related TD. To this end, Edbert et al. used a general-purpose, off-the-shelf, sentiment analysis tool. However, previous research has shown that general-purpose off-the-shelf sentiment tools are potentially unreliable when applied to software engineering texts. Therefore, we replicate the study by Edbert et al. using state-of-the-art sentiment analysis tools purpose-built and fine-tuned on SE data, to understand whether and how tool-choice influences the obtained results. We consider both shallow (Senti4SD) and deep learning (BERT4SentiSE) tools. To further understand the differences between shallow and deep-learning sentiment analysis tools, we perform a qualitative analysis into the underlying reasons for tools disagreement. We identify five categories of disagreements: misunderstanding context, courtesy phrases, subjective sentiment, brevity, and divergent examples. Our results are relevant to academics, reiterating the relevance of careful selection of tools used to perform sentiment analysis. Furthermore, the results are relevant to users and developers of sentiment analysis tools, as they inform tool selection dependent on the application domain, and provide insight into optimization of the pre-processing steps. Finally, our study shows that retraining sentiment analysis tools with identical data fails to resolve fundamental inconsis-tencies between how certain types of language, such as courtesy phrases, are classified.",Empirical Study
3fd154fccc306c2b91c5dd3e01ded4ced51b62f0,Understanding Technical Debts of Requirements in an Industry Project: A Qualitative Study.,"Technical Debt (TD) in software engineering refers to the additional cost generated by inadequate decisions or implementations in software projects. Requirements TD emerges when specific requirements are overlooked, poorly understood, or implemented inadequately, leading to disparities between the developed product and the original specifications. In this context, requirements engineering should worry about how to prevent requirements TD from occurring and how to deal with requirements TD. This paper presents a qualitative study investigating the causes of requirements TD and identifying actions that can mitigate or resolve them. This qualitative study occurs in a software project of a partnership between an IT company and the Computer Networks, Software Engineering, and Systems Group (GREat) of the Federal University of Ceará. The literature review helped identify types and causes of RTD, later correlated with responses from exploratory questions in project retrospective sessions. With the qualitative analysis conducted, significant challenges were detected, especially in the requirements elicitation phase, highlighting the need for more effective approaches. To deal with these issues, actions aimed at mitigating and resolving existing Requirements Technical Debts were identified and implemented.",Empirical Study
c75b8cd418191fdd35cae5949c48aca4b7267128,Predicting the Dynamics of Earned Value Creation in the Presence of Technical Debt.,"Technical debt, the long-term impact of decisions made to achieve a short-term benefit, has a unique impact on a project schedule. Technical debt does not impact the ability to complete the task on which it is incurred but rather impacts successor tasks causing unplanned schedule delays or budget increases. The impact of technical debt is uncertain and therefore must be modeled probabilistically. When unaccounted for and unmanaged, technical debt can build up in the project with increasing impact, eventually forcing forward progress to stop while the technical debt is remedied. Traditional project scheduling methods allow for uncertain task durations but do not provide explicit means of modeling the impacts of technical debt. Instead, they assume that each task is unaffected by the completion status of its predecessors and its duration is only dependent upon the initial estimates. This research addresses this gap by providing a novel model of the impact of technical debt on the project schedule through estimating the dynamics of value creation in the presence of technical debt. Equations are developed for estimating the probabilistic impacts of technical debt on the generation of earned value. These equations are then inverted and used to calculate task duration in the presence of technical debt and included in a Monte Carlo analysis. Comparisons are made to an existing Monte Carlo schedule analysis and technical debt impacts are explored.",Theoretical Contribution
c134fdadb9527f836189790cbbd0c42d0eb865e5,Probabilistic Enhancement to the LEAP Process for Identifying Technical Debt in Iterative System Development.,"The List, Evaluate, Achieve, Procure (LEAP) process defines a methodology for mathematically associating the delivery of system capabilities with the temporal satisfaction of stakeholder needs while identifying technologies at high risk of imparting technical debt into the system. The original process is qualitative, relying on binary definitions of timelines for technology development – the technology either is or is not developed in a specific time period. The binary definitions allow for rapid high-level assessments of the potential for technical debt. However, they fail to capture more realistic scenarios of uncertain technology development timelines. This paper resolves these issues by introducing probability into LEAP process. This paper also provides examples of using the probability in the LEAP process and compares the probabilistic (quantitative) and binary (qualitative) models. These examples show improvements in the ability to assess the likelihood of delivering capabilities in time to meet stakeholder needs when using the probabilistic version of the LEAP process. Since the impact of technical debt is uncertain, the inclusion of probabilities within the LEAP process provides a higher fidelity decision support system for iterative release planning and system development.",Theoretical Contribution
25c0c13f53c7466a8cd33db9b97212203b36a9c3,Investigation on Self-Admitted Technical Debt in Open-Source Blockchain Projects.,"Technical debt refers to decisions made during the design and development of software that postpone the resolution of technical problems or the enhancement of the software’s features to a later date. If not properly managed, technical debt can put long-term software quality and maintainability at risk. Self-admitted technical debt is defined as the addition of specific comments to source code as a result of conscious and deliberate decisions to accumulate technical debt. In this paper, we will look at the presence of self-admitted technical debt in open-source blockchain projects, which are characterized by the use of a relatively novel technology and the need to generate trust. The self-admitted technical debt was analyzed using NLP techniques for the classification of comments extracted from the source code of ten projects chosen based on capitalization and popularity. The analysis of self-admitted technical debt in blockchain projects was compared with the results of previous non-blockchain open-source project analyses. The findings show that self-admitted design technical debt outnumbers requirement technical debt in blockchain projects. The analysis discovered that some projects had a low percentage of self-admitted technical debt in the comments but a high percentage of source code files with debt. In addition, self-admitted technical debt is on average more prevalent in blockchain projects and more equally distributed than in reference Java projects.If not managed, the relatively high presence of detected technical debt in blockchain projects could represent a threat to the needed trust between the blockchain system and the users. Blockchain projects development teams could benefit from self-admitted technical debt detection for targeted technical debt management.",Emperical Study
11ead1a5ff6d580ef29f8b117b9031b8574634cb,Investigating the Relationship between Technical Debt Management and Software Development Issues.,"Context: The presence of technical debt (TD) brings risks to software projects. Managers must continuously find a cost-benefit balance between the benefits of incurring in TD and the costs of its presence in a software project. Much attention has been given to TD related to coding issues, but other types of debt can also have impactful consequences on projects. Aims: This paper seeks to elaborate on the growing need to expand TD research to other areas of software development, by analyzing six elements related to TD management, namely: causes, effects, preventive practices, reasons for non-prevention, repayment practices, and reasons for non-repayment of TD. Method: We survey and analyze, quantitatively and qualitatively, the answers of 653 software industry practitioners on TD to investigate how the previously mentioned elements are related to coding and non-coding issues of the software development process. Results: Coding issues are commonly related to the investigated elements but, indeed, they are only part of the TD Management stage. Issues related to the project planning and management, human factors, knowledge, quality, process, requirements, verification, validation, and test, design, architecture, and the organization are also common sources of TD. We organize the results in a hump diagram and specialize it considering the point of view of practitioners that have used agile, hybrid, and traditional process models in their projects. Conclusion: The hump diagram, in combination with the detailed results, provides guidance on what to expect from the presence of TD and how to react to it considering several issues of software development. The results shed light on TD management of software elements, beyond source code related artifacts.",Survey
5fb75056a58c8b6e74e2d9de2c4b4d4b39d2daa2,Investigating the Point of View of Project Management Practitioners on Technical Debt - A Study on Stack Exchange.,"Context: Technical debt (TD) can bring short-term benefits to software projects, but its presence is associated with issues such as decreasing product quality. Recent literature has proposed various approaches for identifying and managing TD, but most of them focus on the software developers’ point of view. Little is known about how project management practitioners perceive and manage TD items. Goal: This work aims to investigate how project management practitioners discuss and experience TD. Method: To achieve this goal, our work mines, curates, and selects a total of 108 TD-related discussions on the Stack Exchange Project Management (SEPM) Q&A site. These discussions amount to 547 posts and 882 text comments on the subject. We analyze this data set quantitatively and qualitatively, using open coding to derive TD types, indicators, and management practices. Results: We identified 74 indicators used for recognizing debt items and 126 TD management practices. The types of debt most discussed at SEPM are process and people debts. This contradicts studies done with developers where code and design debts are most discussed. Conclusion: The perspective considered by project management practitioners to analyze the TD phenomenon is different from the one considered by other roles in the software development process. Our work organizes the identified TD indicators and management practices into a Sankey diagram, which may assist TD management practitioners and serve as guidance for future research on the subject.",Empirical Study
f9925546fc5dd28d690473a9f63348224de488ef,Identification and Management of Technical Debt: A Systematic Mapping Study Update.,"Technical debt is a concept used to describe the lack of good practices during software development, leading to several problems and costs. Identification and management strategies can help reduce these difficulties. In a previous study, Alves et al. (2016) analyzed the research landscape of such strategies from 2010 to 2014. This paper replicates and updates their study to explore the evolution of technical debt identification and management research landscape over a decade, including literature from 2010 until 2022. We analyzed 117 papers from the ACM Digital Library, IEEE Xplore, Science Direct, and Springer Link. Newly suggested strategies include automatically identifying admitted debt in comments, commits, and source code. Between 2015 and 2022, more empirical evaluations have been performed, and the general research focus has changed to a more holistic approach. Therefore, the research area evolved and reached a new level of maturity compared to previous results from Alves et al. (2016). Not only are code aspects considered for technical debt, but other aspects have also been investigated (e.g., models for the development process).",Survey
bb5c82370775f21c4ac44ed66e5d6ca13ea21d42,Managing Technical Debt Using Intelligent Techniques - A Systematic Mapping Study.,"Technical Debt (TD) is a metaphor reflecting technical compromises that can yield short-term benefits but might hurt the long-term health of a software system. With the increasing amount of data generated when performing software development activities, an emergent research field has gained attention: applying Intelligent Techniques to solve Software Engineering problems. Intelligent Techniques were used to explore data for knowledge discovery, reasoning, learning, planning, perception, or supporting decision-making. Although these techniques can be promising, there is no structured understanding related to their application to support Technical Debt Management (TDM) activities. Within this context, this study aims to investigate to what extent the literature has proposed and evaluated solutions based on Intelligent Techniques to support TDM activities. To this end, we performed a Systematic Mapping Study (SMS) to investigate to what extent the literature has proposed and evaluated solutions based on Intelligent Techniques to support TDM activities. In total, 150 primary studies were identified and analyzed, dated from 2012 to 2021. The results indicated a growing interest in applying Intelligent Techniques to support TDM activities, the most used: Machine Learning and Reasoning under uncertainty. Intelligent Techniques aimed to assist mainly TDM activities related to identification, measurement, and monitoring. Design TD, Code TD, and Architectural TD are the TD types in the spotlight. Most studies were categorized at automation levels 1 and 2, meaning that existing approaches still require substantial human intervention. Symbolists and Analogizers are levels of explanation presented by most Intelligent Techniques, implying that these solutions conclude a general truth after considering a sufficient number of particular cases. Moreover, we also cataloged the empirical research types, contributions, and validation strategies described in primary studies. Based on our findings, we argue that there is still room to improve the use of Intelligent Techniques to support TDM activities. The open issues that emerged from this study can represent future opportunities for practitioners and researchers.",Survey
99fc614bb482c84246fda9fbd0ab2bf6ef1b22c6,Self-Admitted Technical Debt in Ethereum Smart Contracts: A Large-Scale Exploratory Study.,"Programmable blockchain platforms such as Ethereum offer unique benefits to application development, including a decentralized infrastructure, tamper-proof transactions, and auditability. These benefits enable new types of applications that can bring competitive advantage to several business segments. Nonetheless, the pressure of time-to-market combined with relatively immature development technologies (e.g., the Solidity programming language), lack of high-quality training resources, and an unclear roadmap for Ethereum creates a context that favors the introduction of technical debt (e.g., code hacks, workarounds, and suboptimal implementations) into application code. In this paper, we study self-admitted technical debt (SATD) in smart contracts. SATD refers to technical debt that is explicitly acknowledged in the source code by developers via code comments. We extract 726 k real-world contracts from Ethereum and apply both quantitative and qualitative methods in order to (i) determine SATD prevalence, (ii) understand the relationship between code cloning and SATD prevalence, and (iii) uncover the different categories of SATD. Our findings reveal that, while SATD is not a widespread phenomenon (1.5% of real-world contracts contain SATD), SATD does occur in extremely relevant contracts (e.g., multi-million contracts). We also observed a strong connection between SATD prevalence and code cloning activities, leading us to conclude that the former cannot be reliably studied without taking the latter into consideration. Finally, we produced a taxonomy for SATD that consists of 6 major and 26 minor categories. We note that several minor categories are bound to the domain of blockchain and smart contracts, including gas-inefficient implementations and Solidity-induced workarounds. Based on our results, we derive a set of practical recommendations for contract developers and introduce open research questions to guide future research on the topic.",Empirical Study
418b890d6ab810b45ad9fc1e9619694682fd38e4,Self-Admitted Technical Debt in the Embedded Systems Industry: An Exploratory Case Study.,"Technical debt denotes shortcuts taken during software development, mostly for the sake of expedience. When such shortcuts are admitted explicitly by developers (e.g., writing a TODO/Fixme comment), they are termed as Self-Admitted Technical Debt or SATD. There has been a fair amount of work studying SATD management in Open Source projects, but SATD in industry is relatively unexplored. At the same time, there is no work focusing on developers’ perspectives towards SATD and its management. To address this, we conducted an exploratory case study in cooperation with an industrial partner to study how they think of SATD and how they manage it. Specifically, we collected data by identifying and characterizing SATD in different sources (issues, source code comments, and commits) and carried out a series of interviews with 12 software practitioners. The results show: 1) the core characteristics of SATD in industrial projects; 2) developers’ attitudes towards identified SATD and statistics; 3) triggers for practitioners to introduce and repay SATD; 4) relations between SATD in different sources; 5) practices used to manage SATD; 6) challenges and tooling ideas for SATD management.",Case Study
82488e37568fb47f3c1a3ea418c7859a17a7c56b,An Architectural Technical Debt Index Based on Machine Learning and Architectural Smells.,"A key aspect of technical debt (TD) management is the ability to measure the amount of principal accumulated in a system. The current literature contains an array of approaches to estimate TD principal, however, only a few of them focus specifically on architectural TD, but none of them satisfies all three of the following criteria: being fully automated, freely available, and thoroughly validated. Moreover, a recent study has shown that many of the current approaches suffer from certain shortcomings, such as relying on hand-picked thresholds. In this article, we propose a novel approach to estimate architectural technical debt principal based on machine learning and architectural smells to address such shortcomings. Our approach can estimate the amount of technical debt principal generated by a single architectural smell instance. To do so, we adopt novel techniques from Information Retrieval to train a learning-to-rank machine learning model (more specifically, a gradient boosting machine) that estimates the severity of an architectural smell and ensure the transparency of the predictions. Then, for each instance, we statically analyse the source code to calculate the exact number of lines of code creating the smell. Finally, we combine these two values to calculate the technical debt principal. To validate the approach, we conducted a case study and interviewed 16 practitioners, from both open source and industry, and asked them about their opinions on the TD principal estimations for several smells detected in their projects. The results show that for 71% of instances, practitioners agreed that the estimations provided were representative of the effort necessary to refactor the smell.",Tool paper
c0788c96a828828602e663e7d50d78a4bea61357,Forecasting the Principal of Code Technical Debt in JavaScript Applications.,"JavaScript (JS) is one of the most popular programming languages for developing client-side applications mainly due to allowing the adoption of different programming styles, not having strict syntax rules, and supporting a plethora of frameworks. The flexibility that the language provides may accelerate the development of application, but also pose threats to the quality of the final software product, e.g., introducing Technical Debt (TD). TD reflects the additional cost of software maintenance activities to implement new features, occurring due to poorly developed solutions. Being able to forecast the levels of TD in the future can be extremely valuable in managing TD, since it can contribute to informed decision making when designating future repayments and refactoring budget among a company's projects. Despite the popularity of JS and the undoubtful benefits of accurate TD forecasting, in the literature, there is available only a limited number of tools and methodologies that are able to: (a) forecast TD during software evolution, (b) provide a ground-truth TD quantifications to train forecasting, since TD tools that are available are based on different rulesets and none is recognized as a state-of-the-art solution, (c) take into consideration the language-specific characteristics of JS. As a main contribution for this study, we propose a methodology (along with a supporting tool) that supports the aforementioned goals based on the Backward Stepwise Regression and Auto-Regressive Integrated Moving Average (ARIMA). We evaluate the proposed approach through a case study on 19,636 releases of 105 open-source applications. The results point out that: (a) the proposed model can lead to an accurate prediction of TD, and (b) the Number of appearances of the “new” and “eval” keyword along with the number of “anonymous” and “arrow” functions are among the features of JavaScript language that are related to high levels of TD.",Tool paper
a80abce3b32bad9a9b7708f7bcea4de123ae4467,SoHist: A Tool for Managing Technical Debt through Retro Perspective Code Analysis.,"Technical debt is often the result of Short Run decisions made during code development, which can lead to long-term maintenance costs and risks. Hence, evaluating the progression of a project and understanding related code quality aspects is essential. Fortunately, the prioritization process for addressing technical debt can be expedited with code analysis tools like the established SonarQube. Unfortunately, we experienced some limitations with this tool and have had some requirements from the industry that were not yet addressed. Through this experience report and the analysis of scientific papers, this work contributes: (1) a reassessment of technical debt within the industry, (2) considers the benefits of employing SonarQube as well as its limitations when evaluating and prioritizing technical debt, (3) introduces a novel tool named SoHist which addresses these limitations and offers additional features for the assessment and prioritization of technical debt, and (4) exemplifies the usage of this tool in two industrial settings in the ITEA3 SmartDelta project.",Experience Report
f18c9a2396ba393a329e843efcfe0be2a3178322,Multivocal Literature Review on Non-Technical Debt in Software Development: An Exploratory Study.,": Earlier research has focused on technical debt (TD). While numerous issues connected to non-technical aspects of software development (SD) that are equally worthy of ”debt” status are neglected. Simultaneously, these types of debts regularly develop significant challenges to be addressed, demonstrating that the debt metaphor may be used to reason about elements other than technical ones. It motivates us to create the new umbrella term ”Non-Technical Debt” (NTD) to investigate people, processes, culture, social, and organizational concerns under its cover. All types of debt are similar in some ways, and they are often caused by making risky decisions. Therefore, ignoring any one dimension of debt can have severe consequences on the successful completion of SD projects. This study investigates recent literature on the current state of knowledge about NTD, its causes, and mitigation strategies. By using a thematic analysis approach, we found five NTD types (i.e., people, process, culture, social, and organizational). We further identified their accumulation causes and discussed remedies for mitigation.",Survey
1dc2b459580c32612c9b532cafcd1a6401c80d59,Exploring Technical Debt in Security Questions on Stack Overflow.,"Background: Software security is crucial to ensure that the users are protected from undesirable consequences such as malware attacks which can result in loss of data and, subsequently, financial loss. Technical Debt (TD) is a metaphor incurred by suboptimal decisions resulting in long-term consequences such as increased defects and vulnerabilities if not managed. Although previous studies have studied the relationship between security and TD, examining their intersection in developers' discussion on Stack Overflow (SO) is still unexplored. Aims: This study investigates the characteristics of security-related TD questions on SO. More specifically, we explore the prevalence of TD in security-related queries, identify the security tags most prone to TD, and investigate which user groups are more aware of TD. Method: We mined 117,233 security-related questions on SO and used a deep-learning approach to identify 45,078 security-related TD questions. Subsequently, we conducted quantitative and qualitative analyses of the collected security-related TD questions, including sentiment analysis. Results: Our analysis revealed that 38% of the security questions on SO are security-related TD questions. The most recurrent tags among the security-related TD questions emerged as “security” and “encryption.” The latter typically have a neutral sentiment, are lengthier, and are posed by users with higher reputation scores. Conclusions: Our findings reveal that developers implicitly discuss TD, suggesting developers have a potential knowledge gap regarding the TD metaphor in the security domain. Moreover, we identified the most common security topics mentioned in TD-related posts, providing valuable insights for developers and researchers to assist developers in prioritizing security concerns in order to minimize TD and enhance software security.",Empirical Study
ded3f6151f8286e3841fb295e1ba89fb16fc08dd,Technical Debt Management: The Road Ahead for Successful Software Delivery.,"Technical Debt, considered by many to be the ‘silent killer’ of software projects, has undeniably become part of the everyday vocabulary of software engineers. We know it compromises the internal quality of a system, either deliberately or inadvertently. We understand Technical Debt is not all derogatory, often serving the purpose of expediency. But, it is associated with a clear risk, especially for large and complex systems with extended service life: if we do not properly manage Technical Debt, it threatens to “bankrupt” those systems. Software engineers and organizations that develop software-intensive systems are facing an increasingly more dire future state of those systems if they do not start incorporating Technical Debt management into their day to day practice. But how? What have the wins and losses of the past decade of research and practice in managing Technical Debt taught us and where should we focus next? In this paper, we examine the state of the art in both industry and research communities in managing Technical Debt; we subsequently distill the gaps in industrial practice and the research shortcomings, and synthesize them to define and articulate a vision for what Technical Debt management looks like five years hence.",Position Paper
97ab8c48df79370d8e00187c7ac7b17c4696c720,Towards an Interdisciplinary Technical Debt Interaction and Visualization Tool.,"Technical Debt (TD) has been investigated widely in software engineering for decades. TD comprises technical decisions that offer fast gains yet can make future changes more costly or impossible. There are numerous mature tools in software engineering to support TD Management (TDM). However, their applicability to mechatronics, core to Industry 4.0 services, is limited due to the asynchronous development cycles and inhomogeneous tools & data of the engineering disciplines. In previous studies, we collected TD incidents from semi-structured expert interviews and elaborated on their causes and indicators. Yet, we lack a suitable visualization tool to explore the dataset from the engineering perspectives of the mechanic, electronic, and software engineering that further support the analysis of discipline-specific facts and patterns in understanding the TD phenomena. This work proposes a tool to visualize and interact with the collected TD-related data while addressing interdisciplinary causes and consequences and TD types and their correlations. A prototypical web application combines different views that present and structure the data according to specific problems. From the end-user evaluation, we received positive feedback, ranging from “valuable insights” to “excellent method to support understanding the relationships of cross-disciplinary TD.”",Tool Paper
8a1576a42856920388eae81c2fb76569f8a7e2b2,What&apos;s behind tight deadlines? Business causes of technical debt.,"What are the business causes behind tight deadlines? What drives the prioritization of features that pushes quality matters to the back burner? We conducted a survey with 71 experienced practitioners and did a thematic analysis of the openended answers to the question: ""Could you give examples of how business may contribute to technical debt?"" Business-related causes were organized into two categories: pure-business and business/IT gap, and they were related to ‘tight deadlines’ and ‘features over quality’, the most frequently cited management reasons for technical debt. We contribute a cause-effect model which relates the various business causes of tight deadlines and the behavior of prioritizing features over quality aspects.",Survey
5ff180524742c1641dda3b9dbca20b0a32558364,Towards Automatically Addressing Self-Admitted Technical Debt: How Far Are We?,"Upon evolving their software, organizations and individual developers have to spend a substantial effort to pay back technical debt, i.e, the fact that software is released in a shape not as good as it should be, e.g, in terms of functionality, reliability, or maintainability. This paper empirically investigates the extent to which technical debt can be automatically paid back by neural-based generative models, and in particular models exploiting different strategies for pre-training and fine-tuning. We start by extracting a dateset of 5,039 Self-Admitted Technical Debt (SATD) removals from 595 open-source projects. SATD refers to technical debt instances documented (e.g, via code comments) by developers. We use this dataset to experiment with seven different generative deep learning (DL) model configurations. Specifically, we compare transformers pre-trained and fine-tuned with different combinations of training objectives, including the fixing of generic code changes, SATD removals, and SATD-comment prompt tuning. Also, we investigate the applicability in this context of a recently-available Large Language Model (LLM)-based chat bot. Results of our study indicate that the automated repayment of SATD is a challenging task, with the best model we experimented with able to automatically fix ∼2% to 8% of test instances, depending on the number of attempts it is allowed to make. Given the limited size of the fine-tuning dataset (∼5k instances), the model's pre-training plays a fundamental role in boosting performance. Also, the ability to remove SATD steadily drops if the comment documenting the SATD is not provided as input to the model. Finally, we found general-purpose LLMs to not be a competitive approach for addressing SATD.",Empirical Study
04af4773b11a8b78dd4a2b5fd7fa3cf29bbe8a06,Quantifying Requirements Technical Debt: A Systematic Mapping Study and a Conceptual Model.,"Requirements Technical Debt (RTD) is a research area where the Technical Debt (TD) metaphor is used to capture the consequences of sub-optimal decisions made concerning Requirements. Understanding the quantification of RTD is key to its management. To facilitate this understanding, we model the quantification of RTD. Our work is grounded in the literature found via a Systematic Mapping Study (SMS) and informed by prior work modeling the quantification of TD for software code-related TD types. This paper reports on the SMS and the development of our model, the RTD Quantification Model (RTDQM). The key observation from our work is that, although RTD is similar in most aspects to TD in software code, it also has its own components. Requirement artifacts have a feedback loop involving the User to precisely capture User Needs. RTD Interest (i.e., additional costs due to sub-optimal decisions concerning Requirements) can incur during both Requirements Engineering and Implementation activities. Furthermore, RTD can incur regardless of the presence of software code-related TD. Similar to benefits accrued by refactoring software code, rectifying RTD can also accrue benefits.",Theoretical Contribution
