paper_id,title,abstract,year,venue,normalised_venue,core_rank
e9957fcf0268f0000d4d2f79c0d9bb4992d6cd35,Detection of Technical Debt in Java Source Code,"Technical debt (TD) describes the additional costs that emerge when developers have opted for a quick and easy solution to a problem, rather than a more effective and well-designed, but time-consuming approach. Self-Admitted Technical Debts (SATDs) are a specific type of technical debts that developers intentionally document and acknowledge, typically via textual comments. While these comments are a useful tool for identifying TD, most of the existing approaches focus on capturing tokens associated with various categories of TD, neglecting the rich information embedded within the source code. Recent research has focused on detecting SATDs by analyzing comments, and there has been little work dealing with TD contained in the source code. In this study, through the analysis of comments and their source code from 974 Java projects, we curated the first ever dataset of TD identified by code comments, coupled with its code. We found that including the classified code significantly improves the accuracy in predicting various types of technical debt. We believe that our dataset will catalyze future work in the domain, inspiring various research related to the recognition of technical debt; The proposed classifiers may serve as baselines for studies on the detection of TD.",2024.0,ACM Transactions on Software Engineering and Methodology,transactions on software engineering and methodology,A*
e9a4177ebdb45bda9af6b39be6e1ce9fb9de3f81,Does it matter who pays back Technical Debt? An empirical study of self-fixed TD,"Context: Technical Debt (TD) can be paid back either by those that incurred it or by others. We call the former self-fixed TD, and it can be particularly effective, as developers are experts in their own code and are well-suited to fix the corresponding TD issues. Objective: The goal of our study is to investigate self-fixed technical debt, especially the extent in which TD is self-fixed, which types of TD are more likely to be self-fixed, whether the remediation time of self-fixed TD is shorter than non-self-fixed TD and how development behaviors are related to self-fixed TD. Method: We report on an empirical study that analyzes the self-fixed issues of five types of TD (i.e., Code, Defect, Design, Documentation and Test), captured via static analysis, in more than 44,000 commits obtained from 20 Python and 16 Java projects of the Apache Software Foundation. Results: The results show that about half of the fixed issues are self-fixed and that the likelihood of contained TD issues being self-fixed is negatively correlated with project size, the number of developers and total issues. Moreover, there is no significant difference of the survival time between self-fixed and non-self-fixed issues. Furthermore, developers are more keen to pay back their own TD when it is related to lower code level issues, e.g., Defect Debt and Code Debt. Finally, developers who are more dedicated to or knowledgeable about the project contribute to a higher chance of self-fixing TD. Conclusions: These results can benefit both researchers and practitioners by aiding the prioritization of TD remediation activities and refining strategies within development teams, and by informing the development of TD management tools.",2021.0,Information and Software Technology,information and software technology,A
ea61172a3946cd90c62bb2ad43c701e5dad8f846,An Empirical Study of Refactorings and Technical Debt in Machine Learning Systems,"Machine Learning (ML), including Deep Learning (DL), systems, i.e., those with ML capabilities, are pervasive in today's data-driven society. Such systems are complex; they are comprised of ML models and many subsystems that support learning processes. As with other complex systems, ML systems are prone to classic technical debt issues, especially when such systems are long-lived, but they also exhibit debt specific to these systems. Unfortunately, there is a gap of knowledge in how ML systems actually evolve and are maintained. In this paper, we fill this gap by studying refactorings, i.e., source-to-source semantics-preserving program transformations, performed in real-world, open-source software, and the technical debt issues they alleviate. We analyzed 26 projects, consisting of 4.2 MLOC, along with 327 manually examined code patches. The results indicate that developers refactor these systems for a variety of reasons, both specific and tangential to ML, some refactorings correspond to established technical debt categories, while others do not, and code duplication is a major cross-cutting theme that particularly involved ML configuration and model code, which was also the most refactored. We also introduce 14 and 7 new ML-specific refactorings and technical debt categories, respectively, and put forth several recommendations, best practices, and anti-patterns. The results can potentially assist practitioners, tool developers, and educators in facilitating long-term ML system usefulness.",2021.0,International Conference on Software Engineering,software engineering,A*
ec59d0d3a9d5d052217340deb21ad58b3aa20d6b,Game-theoretic analysis of development practices: Challenges and opportunities,"Abstract Developers continuously invent new practices, usually grounded in hard-won experience, not theory. Game theory studies cooperation and conflict; its use will speed the development of effective processes. A survey of game theory in software engineering finds highly idealised models that are rarely based on process data. This is because software processes are hard to analyse using traditional game theory since they generate huge game models. We are the first to show how to use game abstractions, developed in artificial intelligence, to produce tractable game-theoretic models of software practices. We present Game-Theoretic Process Improvement (GTPI), built on top of empirical game-theoretic analysis. Some teams fall into the habit of preferring “quick-and-dirty” code to slow-to-write, careful code, incurring technical debt. We showcase GTPI’s ability to diagnose and improve such a development process. Using GTPI, we discover a lightweight intervention that incentivises developers to write careful code: add a singlecode reviewer who needs to catch only 25% of kludges. This 25% accuracy is key; it means that a reviewer does not need to examine each commit in depth, making this process intervention cost-effective.",2020.0,Journal of Systems and Software,journal of systems and software,A
ee51a0c6dfa0696cda64de971153ba1eccf48e5d,A large empirical assessment of the role of data balancing in machine-learning-based code smell detection,"Abstract Code smells can compromise software quality in the long term by inducing technical debt. For this reason, many approaches aimed at identifying these design flaws have been proposed in the last decade. Most of them are based on heuristics in which a set of metrics is used to detect smelly code components. However, these techniques suffer from subjective interpretations, a low agreement between detectors, and threshold dependability. To overcome these limitations, previous work applied Machine-Learning that can learn from previous datasets without needing any threshold definition. However, more recent work has shown that Machine-Learning is not always suitable for code smell detection due to the highly imbalanced nature of the problem. In this study, we investigate five approaches to mitigate data imbalance issues to understand their impact on Machine Learning-based approaches for code smell detection in Object-Oriented systems and those implementing the Model-View-Controller pattern. Our findings show that avoiding balancing does not dramatically impact accuracy. Existing data balancing techniques are inadequate for code smell detection leading to poor accuracy for Machine-Learning-based approaches. Therefore, new metrics to exploit different software characteristics and new techniques to effectively combine them are needed.",2020.0,Journal of Systems and Software,journal of systems and software,A
ee8b605808a29640b073448198e7e1170666e8cd,An empirical study on the co-occurrence between refactoring actions and Self-Admitted Technical Debt removal,"Abstract Technical Debt (TD) concerns the lack of an adequate solution in a software project, from its design to the source code. Its admittance through source code comments, issues, or commit messages is referred to as Self-Admitted Technical Debt (SATD). Previous research has studied SATD from different perspectives, including its distribution, impact on software quality, and removal. In this paper, we investigate the relationship between refactoring and SATD removal. By leveraging a dataset of SATD and their removals in four open-source projects and by using an automated refactoring detection tool, we study the co-occurrence of refactoring and SATD removals. Results of the study indicate that refactoring is more likely to co-occur with SATD removals than with other commits, however, in most cases, they belong to different quality improvement activities performed at the same time. Moreover, if looking closely at refactoring actions co-occurring with SATD removal in the same code entities, a relationship between these activities can be found. Finally, we found how both source code quality metrics and SATD removals play a statistically significant role in the likelihood that the commit applies a refactoring action.",2021.0,Journal of Systems and Software,journal of systems and software,A
efe6d43d343234d0e0f9da27cb8f68e27e71433c,An Empirical Study of Self-Admitted Technical Debt in Machine Learning Software,"The emergence of open-source ML libraries such as TensorFlow and Google Auto ML has enabled developers to harness state-of-the-art ML algorithms with minimal overhead. However, during this accelerated ML development process, said developers may often make sub-optimal design and implementation decisions, leading to the introduction of technical debt that, if not addressed promptly, can significantly impact on the quality of ML-based software. Developers frequently acknowledge these sub-optimal design and development choices through code comments written during development. These comments, which often highlight areas requiring additional work or refinement in the future are known as self-admitted technical debt (SATD). While prior research has demonstrated that SATD can serve as a reliable indicator of technical debt and has extensively studied SATD in traditional (non-ML) software, little attention has been given to this issue in the context of ML. This paper aims to investigate the occurrence of SATD in ML code by analyzing 318 open-source ML projects across five domains, along with 318 non-ML projects. We detected SATD in source code comments in various snapshots of the studied projects, conducted a manual analysis of a sample of the identified SATD to comprehend the nature of technical debt in the ML code, and performed a survival analysis of the SATD to understand the evolution dynamics of such debts. Our analyses yielded the following observations: (i) Machine learning projects have a median percentage of SATD that is twice that of non-machine learning projects. (ii) ML pipeline stages for data preprocessing and model generation logic are more susceptible to debt than model validation and deployment stages. (iii) SATDs appear in ML projects earlier in the development process compared to non-ML projects. (iv) Long-lasting SATDs are typically introduced during extensive code changes that span multiple files, which exhibit low complexity. Our research contributes to the understanding of technical debt in an ML context and underscores the need for targeted debt management strategies. This contribution is particularly relevant for developers and stakeholders in ML projects by aiding them in identifying and addressing technical debt proactively and paving the way for future research in developing automated tools and methodologies for managing SATD in an ML environment.",2023.0,ACM Transactions on Software Engineering and Methodology,transactions on software engineering and methodology,A*
f810d6e16a19a2f33704267398ab1a008dae3bbb,IMPACT: Identifying and Classifying Multiple Sourced and Categorized Self-Admitted Technical Debts,"Self-Admitted Technical Debt (SATD) refers to sub-optimal solutions deliberately introduced to accelerate the software development process, often at the expense of software maintainability and sustainability. Therefore, timely identification and repayment of the SATD is critical for the software system. As exploration deepens, it is found that effectively prioritizing the repayment of SATD with more significant impacts on software quality requires not only identifying SATD but also further classifying it. However, existing SATD identification and classification approaches face the following challenges: (1) SATDs originate from diverse sources. Code comments are a widespread source, but recent research has revealed that SATDs can originate from other sources, such as pull requests, issues, and commit messages. Nonetheless, existing approaches primarily target code comments, lacking the capability to analyze SATDs from other sources effectively. (2) SATDs fall into diverse categories. Nonetheless, existing SATD classification approaches fail to address all SATD categories comprehensively and show inadequate performance. (3) Imbalance of existing SATD datasets. Real-world SATD data are scarce, making dataset collection challenging. Moreover, SATD distribution across different sources is uneven, further complicating the construction of high-quality datasets. To alleviate these challenges, this article presents an SATD identification and classification framework named IMPACT. First, IMPACT employs ChatGPT to construct an augmented dataset. Subsequently, it utilizes a pipeline with two fine-tuned language models of different parameter sizes to identify and classify SATD separately. To evaluate the effectiveness of IMPACT, we compare it with three state-of-the-art SATD classification methods and its two foundation models. Experimental results demonstrate that IMPACT outperforms state-of-the-art methods by a large margin, and even surpasses its foundation model GLM-4-9B-Chat. It achieves the optimal average F1 score of 0.697 on the source of pull requests, the most challenging data source. Moreover, experiments on the cross-project test set show that IMPACT demonstrates strong generalizability on unseen project data.",2025.0,ACM Transactions on Software Engineering and Methodology,transactions on software engineering and methodology,A*
fb669b6241fe26741b6711df3dbf1035ad384550,Why secret detection tools are not enough: It’s not just about false positives - An industrial case study,"Checked-in secrets in version-controlled software projects pose security risks to software and services. Secret detection tools can identify the presence of secrets in the code, commit changesets, and project version control history. As these tools can generate false positives, developers are provided with mechanisms to bypass the warnings generated from these tools. Providing this override mechanism can result in developers sometimes exposing secrets in software repositories. The goal of this article is to aid software security practitioners in understanding why‘ secrets are checked into repositories, despite being warned by tools, through an industrial case study of analysis of usage data of a secret detection tool and a survey of developers who bypassed the tool alert. In this case study, we analyzed the usage data of a checked-in secret detection tool used widely by a software company and we surveyed developers who bypassed the warnings generated by the tool. From the case study, we found that, despite developers classified 50% of the warning as false positive, developers also bypassed the warning due to time constraints, working with non-shipping projects, technical challenges of eliminating secrets completely from the version control history, technical debts, and perceptions that check-ins are low risk. We advocate practitioners and researchers to investigate the findings of our study further to improve secret detection tools and related development practices. We also advocate that organizations should insert secondary checks, as is done by the company we studied, to capture occasions where developers incorrectly bypass secret detection tools.",2022.0,Empirical Software Engineering,empirical software engineering,A
fb97b79e079cb79bb0bd14aa76063a737145d946,DynAMICS: A Tool-Based Method for the Specification and Dynamic Detection of Android Behavioral Code Smells,"Code smells are the result of poor design choices within software systems that complexify source code and impede evolution and performance. Therefore, detecting code smells within software systems is an important priority to decrease technical debt. Furthermore, the emergence of mobile applications (apps) has brought new types of Android-specific code smells, which relate to limitations and constraints on resources like memory, performance and energy consumption. Among these Android-specific smells are those that describe inappropriate behaviour during the execution that may negatively impact software quality. Static analysis tools, however, show limitations for detecting these behavioural code smells and properly detecting behavioural code smells requires considering the dynamic behaviour of the apps. To dynamically detect behavioural code smells, we hence propose three contributions: (1) A method, the <sc>Dynamics</sc> method, a step-by-step method for the specification and dynamic detection of Android behavioural code smells; (2) A tool, the <sc>Dynamics</sc> tool, implementing this method on seven code smells; and (3) A validation of our approach on 538 apps from <sc>F-Droid</sc> with a comparison with the static analysis detection tools, <sc>aDoctor</sc> and <sc>Paprika</sc>, from the literature. Our method consists of four steps: (1) the specification of the code smells, (2) the instrumentation of the app, (3) the execution of the apps, and (4) the detection of the behavioural code smells. Our results show that many instances of code smells that cannot be detected with static detection tools are indeed detected with our dynamic approach with an average precision of <inline-formula><tex-math notation=""LaTeX"">$92.8\%$</tex-math><alternatives><mml:math><mml:mn>92.8</mml:mn><mml:mi mathvariant=""normal"">%</mml:mi></mml:math><inline-graphic xlink:href=""prestat-ieq1-3363223.gif""/></alternatives></inline-formula> and an average recall of <inline-formula><tex-math notation=""LaTeX"">$53.4\%$</tex-math><alternatives><mml:math><mml:mn>53.4</mml:mn><mml:mi mathvariant=""normal"">%</mml:mi></mml:math><inline-graphic xlink:href=""prestat-ieq2-3363223.gif""/></alternatives></inline-formula>.",2024.0,IEEE Transactions on Software Engineering,transactions on software engineering,A*
fdeec0d00260f783a28794cc71ba41f155e6280f,Does migrating a monolithic system to microservices decrease the technical debt?,"Background. The migration from monolithic systems to microservices involves deep refactoring of the systems. Therefore, the migration usually has a big economic impact and companies tend to postpone several activities during this process, mainly to speed-up the migration itself, but also because of the need to release new features. Objective. We monitored the Technical Debt of a small and medium enterprise while migrating a legacy monolithic system to an ecosystem of microservices to analyze changes in the code technical debt before and after the migration to microservices. Method. We conducted a case study analyzing more than four years of the history of a big project (280K Lines of Code) where two teams extracted five business processes from the monolithic system as microservices, by first analyzing the Technical Debt with SonarQube and then performing a qualitative study with the developers to understand the perceived quality of the system and the motivation for eventually postponed activities. Result. The development of microservices helps to reduce the Technical Debt in the long run. Despite an initial spike in the Technical Debt, due to the development of the new microservice, after a relatively short period, the Technical Debt tends to grow slower than in the monolithic system.",2019.0,Journal of Systems and Software,journal of systems and software,A
ff1aa584d050f5d24812f45575dd1cc52c3831d4,Navigating Flexibility and Standardisation in Low‐Code/No‐Code Development,"Low‐code/no‐code (LCNC) platforms, such as ServiceNow and Microsoft Power Platform, enable employees without formal IT training to build applications and automate workflows, thus driving agility and reducing dependence on traditional IT teams. However, LCNC platforms also pose a persistent challenge for organisations: while they offer flexibility and freedom by enabling decentralised development, they also require standardisation and control to manage risks that can be exacerbated by these platforms, such as shadow IT and technical debt. Striking the right balance is difficult—too much flexibility can compromise stability, while too much standardisation can stifle the autonomy and creativity that make LCNC platforms valuable in the first place. This study explores flexibility–standardisation tensions in LCNC development through an investigation of two multinational technology firms with differing LCNC maturity levels, both using ServiceNow. Drawing from 57 interviews, we identify three types of flexibility‐standardisation tensions shaped by three key elements of LCNC development: the platform itself, the people using the platform and the organisational processes targeted for improvement. We derive six guidelines used to navigate flexibility–standardisation tensions and demonstrate how these are applied across different stages of LCNC maturity. Building on these insights, we provide concrete, context‐sensitive recommendations to help organisations adapt the guidelines to their specific environments. We conclude with forward‐looking reflections on how firms can dynamically make sense of these tensions as LCNC platforms and practices evolve. Overall, our findings show that effective LCNC governance requires a dynamic approach—one that balances flexibility and standardisation simultaneously rather than treating them as opposing choices.",2025.0,Information Systems Journal,information systems journal,A*
ffc36184e91ea6fb86392560a3747c03af325203,"Towards Just-In-Time, Inclusive Clone Refactoring","Code clones are a well-known source of technical debt, often degrading software maintainability. Modern AI coding assistants can unintentionally introduce clones or even licenseincompatible code, posing maintenance and legal challenges. This research proposes a Large Language Model (LLM)-powered clone refactoring assistant that proactively detects duplicative code during development and suggests high-level refactorings. By bridging traditional clone detection with LLM-driven code generation or transformation, the approach aims to remove redundancies early while ensuring changes remain behavior preserving and legally compliant. The assistant will integrate into development workflows to prevent clone propagation, flag potential intellectual property risks, and incorporate developer feedback for explainable, trustworthy operation. We will evaluate its impact on code quality and developer productivity, and assess how AI enhancements influence long-term maintenance efforts.",2025.0,IEEE International Conference on Software Maintenance and Evolution,software maintenance and evolution,A
014a1525ddbc7d8884617983c939495996037329,Cultural and Socio-Technical Aspects in Software Development,"Software development is essentially a collaborative, socio-technical endeavor where the interplay between stakeholders and technical elements is integral. This synergy becomes particularly crucial in the context of geographically dispersed teams, a practice that is becoming more prevalent. Despite the ubiquity of this nature, the current body of research in Global Software Development (GSD) encounters limitations, rendering the attained results less accessible for practical implementation by industry professionals. Moreover, the role of social debt, the additional cost derived by adopting socio-technical anti-patterns, in GSD still needs to be deepened. This Ph.D. research project aims to surmount these challenges by constructing a robust theoretical foundation for effectively managing socio-technical aspects—particularly in the form of factors related to social debt—in software development, with a keen focus on their correlation with cultural differences within software teams. The framework systematically captures and examines cultural differences, investigating their ramifications on various facets of software development while exploring practical strategies employed by practitioners to navigate these influences. Furthermore, the project aspires to make substantial contributions to the professional software development realm by translating research findings into tangible tools for practitioners. This framework is designed not only for immediate application but also to facilitate project success through heightened cultural awareness and adaptability. Ultimately, it strives to enhance the well-being of developers working in inclusive and culturally diverse environments.",2024.0,International Conference on Evaluation & Assessment in Software Engineering,evaluation and assessment in software engineering,A
034408a3b7cb73f4d2c85be910bd81adf9fbbd12,Business-Driven Technical Debt Prioritization,"Technical debt happens when teams take shortcuts on software development to gain short-term benefits at the cost of making future changes more expensive. Previous results show that there is a misalignment between the prioritization done by technical professionals and the prioritization expected by business ones. This paper presents a business-driven approach to prioritize technical debt items. The research is organized into four phases: exploratory, to identify the research focus; concept verification, where the proposed approach was evaluated on a multi-case study; solution, where a design science research was conducted to develop Tracy, a framework for technical debt prioritization; and validation. Results so far show that the business-driven prioritization of technical debt items can improve the alignment and communication between the technical and business stakeholders.",2019.0,IEEE International Conference on Software Maintenance and Evolution,software maintenance and evolution,A
051c3b5b4cdbddc215ccb0717d6f783c86f8a870,PromptDebt: A Comprehensive Study of Technical Debt Across LLM Projects,"Large Language Models (LLMs) are increasingly embedded in software via APIs like OpenAI, offering powerful AI features without heavy infrastructure. Yet these integrations bring their own form of self-admitted technical debt (SATD). In this paper, we present the first large-scale empirical study of LLM-specific SATD: its origins, prevalence, and mitigation strategies. By analyzing 93,142 Python files across major LLM APIs, we found that 54.49% of SATD instances stem from OpenAI integrations and 12.35% from LangChain use. Prompt design emerged as the primary source of LLM-specific SATD, with 6.61% of debt related to prompt configuration and optimization issues, followed by hyperparameter tuning and LLM-framework integration. We further explored which prompt techniques attract the most debt, revealing that instruction-based prompts (38.60%) and few-shot prompts (18.13%) are particularly vulnerable due to their dependence on instruction clarity and example quality. Finally, we release a comprehensive SATD dataset to support reproducibility and offer practical guidance for managing technical debt in LLM-powered systems.",2025.0,International Conference on Evaluation & Assessment in Software Engineering,evaluation and assessment in software engineering,A
0b05512497202a0ecb8f7df94838e89b5cfaabba,Digital Nudging for Technical Debt Management: Insights from a Technology-driven Organization,"Today’s fast-growing and ever-changing business environments force software development teams to release high-quality software on a tight schedule. The notion of technical debt (TD) captures the technical compromises wherein software quality is sacrificed for short-term goals. One of the most significant challenges for technical debt management (TDM) is time as a factor of complexity. TD arises from decisions that are favorable in the short term but cause a need for complex and costly actions in the long term. Building on the applications of nudges – the use of small design modifications in choice environments to guide people’s behavior – and on their psychological effects, in this design science research we develop and evaluate design elements of a Technical Debt Management Label (as a TDM nudge) in a technology-driven organization. The TDM label aims to guide software developers’ decisions towards adopting TDM activities that are favorable in the long term.",2021.0,Hawaii International Conference on System Sciences,hawaii international conference on system sciences,A
0b6582edc24a472c65f5aaf5f69c43047f3c6040,Algorithmic fairness datasets: the story so far,"Data-driven algorithms are studied and deployed in diverse domains to support critical decisions, directly impacting people’s well-being. As a result, a growing community of researchers has been investigating the equity of existing algorithms and proposing novel ones, advancing the understanding of risks and opportunities of automated decision-making for historically disadvantaged populations. Progress in fair machine learning and equitable algorithm design hinges on data, which can be appropriately used only if adequately documented. Unfortunately, the algorithmic fairness community, as a whole, suffers from a collective data documentation debt caused by a lack of information on specific resources (opacity) and scatteredness of available information (sparsity). In this work, we target this data documentation debt by surveying over two hundred datasets employed in algorithmic fairness research, and producing standardized and searchable documentation for each of them. Moreover we rigorously identify the three most popular fairness datasets, namely Adult, COMPAS, and German Credit, for which we compile in-depth documentation. This unifying documentation effort supports multiple contributions. Firstly, we summarize the merits and limitations of Adult, COMPAS, and German Credit, adding to and unifying recent scholarship, calling into question their suitability as general-purpose fairness benchmarks. Secondly, we document hundreds of available alternatives, annotating their domain and supported fairness tasks, along with additional properties of interest for fairness practitioners and researchers, including their format, cardinality, and the sensitive attributes they encode. We summarize this information, zooming in on the tasks, domains, and roles of these resources. Finally, we analyze these datasets from the perspective of five important data curation topics: anonymization, consent, inclusivity, labeling of sensitive attributes, and transparency. We discuss different approaches and levels of attention to these topics, making them tangible, and distill them into a set of best practices for the curation of novel resources.",2022.0,Data mining and knowledge discovery,data mining and knowledge discovery,A
0c504391754107a7d2f90a34d563302bce3a653c,Delinquent Events Prediction in Temporal Networked-Guarantee Loans,"Under debt obligation promises, small- and medium-sized enterprises (SMEs) can guarantee each other to enhance their financial security to get loans from commercial banks. When the economy rises, the banks may reduce the threshold to some extent, which may introduce default risk during the economy down period, especially when many SMEs bind together and form complex networks. The risk may diffuse across the guarantee network and may result in a financial crisis. Macroprudential oversight of the guarantee network to eliminate any potential systematics financial risk is the central task of the regulatory commission and the commercial banks. Based on our observation, the delinquent probability of an SME depends not only on self-financial status but also highly related to its temporal behaviors and structural position in networks. The classic approach for loan assessment criteria face challenges in extracting temporal and structural patterns from dynamic networks. To address these issues, we propose a temporal delinquent event prediction (TDEP) framework that preserves temporal network structures and credit behavior sequences in an end-to-end model. In particular, we first employ a graph attention layer to learn the representation of nodes in temporal guarantee networks. We then design a recursive and self-attention mechanism to integrate both credit behavior and network structure information. The learned attentional weights are leveraged to uncover high-risk guarantee patterns that effectively accelerate the risk assessment process. Afterward, we conduct extensive experiments in a real-world guaranteed-loan data set to evaluate its performance. The results show the effectiveness of our proposed approach compared with the state-of-the-art baselines. Finally, we integrate the proposed model in a real-world loan risk management system. We present the implementation details of each subcomponent of the system and report out the performance after online deployment.",2020.0,IEEE Transactions on Neural Networks and Learning Systems,transactions on neural networks and learning systems,A*
13bb7ac99a70c1ce2a01a1b52ad0c1f1fb1d7106,An exploratory study on the introduction and removal of different types of technical debt in deep learning frameworks,"To complete tasks faster, developers often have to sacrifice the quality of the software. Such compromised practice results in the increasing burden to developers in future development. The metaphor, technical debt, describes such practice. Prior research has illustrated the negative impact of technical debt, and many researchers investigated how developers deal with a certain type of technical debt. However, few studies focused on the removal of different types of technical debt in practice. To fill this gap, we use the introduction and removal of different types of self-admitted technical debt (i.e., SATD) in 7 deep learning frameworks as an example. This is because deep learning frameworks are some of the most important software systems today due to their prevalent use in life-impacting deep learning applications. Moreover, the field of the development of different deep learning frameworks is the same, which enables us to find common behaviors on the removal of different types of technical debt across projects. By mining the file history of these frameworks, we find that design debt is introduced the most along the development process. As for the removal of technical debt, we find that requirement debt is removed the most, and design debt is removed the fastest. Most of test debt, design debt, and requirement debt are removed by the developers who introduced them. Based on the introduction and removal of different types of technical debt, we discuss the evolution of the frequencies of different types of technical debt to depict the unresolved sub-optimal trade-offs or decisions that are confronted by developers along the development process. We also discuss the removal patterns of different types of technical debt, highlight future research directions, and provide recommendations for practitioners.",2021.0,Empirical Software Engineering,empirical software engineering,A
1899934ca538284ec3225ec2eea1c97619c7d122,An Effective Digital System for Intelligent Financial Environments,"A good set of the financial system could take care of all accounting entries and their impacts on the whole intelligent financial environment. The total flow of money and total expenditures will be reflected here. The intelligent financial system can improve the utilization of data, increase the work efficiency of financial personnel, and increase the security of financial processing services. This system could help the managers make their important financial decisions, financial budgeting, and so on. They can know about the financial conditions at any time. Based on the collection and processing of financial data, we design and analyze the related financial system to carry out the intelligent property of the financial environments. The system extends the quality of financial reporting, SOX compliance, and internal controls in a financial system, including credit management, revenue recognition, bad debts allowance. Once there is an early warning in the financial system, our proposed enhanced system could give a fast early response, and bridge a positive linkage about the planning department, finance department, and top managers, which could avoid potential exposure to bad debts. This system guarantees that the credible customers are selected, and avoid the potential risk of bad debts are incurred by a loose credit limit. It strengthens the preventive control over aging receivables management and detects the potential risk of bad debts in the earlier system alert.",2019.0,IEEE Access,access,A
288d788247b7aa39a31af01c8f5e2c0d6a5034dd,The most common causes and effects of technical debt: first results from a global family of industrial surveys,"Background: The presence of technical debt (TD) brings risks to a software project and makes it difficult to manage. Several TD management strategies have been proposed, but considering actions that could explicitly prevent the insertion of TD in the first place and monitor its effects is not yet a common practice. Thus, while TD management is an important topic, it is also worthwhile to understand the causes that could lead development teams to incur different types of debt as well as the effects of their presence on software projects. Aims: The objective of this work is twofold. First, we investigate the state of practice in the TD area including the status quo, the causes that lead to TD occurrence, and the effects of existing TD. Second, we present the design of InsighTD, a globally distributed family of industrial surveys on causes and effects of TD, and the results of its first execution. Method: We designed the InsighTD in joint collaboration with several TD researchers. It is designed to run as an incremental large scale study based on continuous and independent replications of the questionnaire in different countries. Results: This paper presents the first results of the first execution of the survey. In total, 107 practitioners from the Brazilian software industry answered the questionnaire. Results indicate that there is a broad familiarity with the concept of TD. Deadlines, inappropriate planning, lack of knowledge, and lack of a well-defined process are among the top 10 cited and most likely causes that lead to the occurrence of TD. On the other side, low quality, delivery delay, low maintainability, rework and financial loss are among the top 10 most commonly cited and impactful effects of TD. Conclusion: With InsighTD, we intend to reduce the problem of isolated investigations in TD that are not yet representative and, thus, build a continuous and generalizable empirical basis for understanding practical problems and challenges of TD.",2018.0,International Symposium on Empirical Software Engineering and Measurement,empirical software engineering and measurement,A
2d2492dfa37ed5e11ad9ed32e9427d365c85fa9c,Automated detection of algorithm debt in deep learning frameworks: an empirical study,"Expedient design choices in software development can lead to Technical Debt (TD), with development teams documenting such decisions as Self-Admitted TD (SATD). Algorithm Debt (AD) is a type of TD resulting from the suboptimal implementation of algorithms, which impacts system performance. Given the impact of AD, its automated detection is crucial in Deep Learning (DL) frameworks due to their complexity and evolution. Early detection of AD in DL frameworks can help mitigate model degradation and scalability issues. Despite previous studies on the automated detection of TD from SATD using Machine Learning (ML)/DL models, research on AD detection in DL frameworks remains underexplored. In this study, we empirically investigated the performance of ML/DL models for the automated detection of AD using a dataset of 38, 881 SATD comments from seven DL frameworks. We trained, evaluated, and tested ML/DL models, used embeddings from both DL and large language models, and explored an approach to enrich the dataset with handcrafted features based on AD-related keywords. Our findings reveal that AD is frequently misclassified as Design or Implementation Debt. Logistic Regression (an ML model) with Custom AD Features, achieved an F1-score of 54% for AD, outperforming other ML/DL models (42% to 52%), highlighting the importance of tailored feature engineering. Our research advances automated AD detection in DL frameworks by providing insights into the strengths and limitations of ML/DL models, serving as a first step to guide future tool development. This could help developers using DL frameworks to identify AD issues during development, thereby enhancing system reliability by mitigating model degradation and scalability challenges.",2024.0,Empirical Software Engineering,empirical software engineering,A
305a6a45004aa02468779c37111ec149be0deec5,Temporal Discounting in Software Engineering: A Replication Study,"Background: Many decisions made in Software Engineering practices are intertemporal choices: trade-offs in time between closer options with potential short-term benefit and future options with potential long-term benefit. However, how software professionals make intertemporal decisions is not well understood. Aim: This paper investigates how shifting time frames influence preferences in software projects in relation to purposefully selected background factors. Method: We investigate temporal discounting by replicating a questionnaire-based observational study. The replication uses a changed-population and -experimenter design to increase the internal and external validity of the original results. Results: The results of this study confirm the occurrence of temporal discounting in samples of both professional and student participants from different countries and demonstrate strong variance in discounting between study participants. We found that professional experience influenced discounting. Participants with broader professional experience exhibited less discounting than those with narrower experience. Conclusions: The results provide strong empirical support for the relevance and importance of temporal discounting in SE and the urgency of targeted interdisciplinary research to explore the underlying mechanisms and their theoretical and practical implications. The results suggest that technical debt management could be improved by increasing the breadth of experience available for critical decisions with long-term impact. In addition, the present study provides a methodological basis for replicating temporal discounting studies in software engineering.",2019.0,International Symposium on Empirical Software Engineering and Measurement,empirical software engineering and measurement,A
