paper_id,title,year,venue,rule_predicted,rule_confidence,zs_predicted,zs_confidence,hybrid_label,hybrid_confidence,hybrid_method
d9d4115fdef146632b21e1cb103dce41f472a466,What does a Public Discourse state about Requirements Process Debt Causes?,2025,RE,Unknown,0.0,Systematic Literature Review,0.5996,Systematic Literature Review,0.5996,zero-shot
a99d7e53b3f8edd37d183db2f082554511ee7323,An initial theory to understand and manage requirements engineering debt in practice.,2023,Inf. Softw. Technol.,Unknown,0.0,Theoretical Contribution,0.4859,Theoretical Contribution,0.4859,zero-shot
245fe77a10c6d80b6cd1e170d29e5c72460c8ace,Towards a Holistic Definition of Requirements Debt.,2019,ESEM,Unknown,0.0,Theoretical Contribution,0.4749,Theoretical Contribution,0.4749,zero-shot
fdd9ef2d2c5b0119eda6eaf30e552872cb88f16d,Aligning Data Debt with AI-Integrated Software Project Lifecycle Processes: A Standard-Based Mapping Approach.,2025,TechDebt,Unknown,0.0,Empirical Study,0.583,Empirical Study,0.583,zero-shot
2aea56422dd6dcf2da6ea523fe6fa246978a9864,A Novel Debt-Credit Mechanism for Blockchain-Based Data-Trading in Internet of Vehicles.,2019,IEEE Internet Things J.,Tool Paper,1.0,Position Paper,0.39,Tool Paper,1.0,rule
bed1826f6852644f66cd9985505db70e75aad882,Tackling the Issue of Student Debt Through Data Sonification and Musical Scores.,2019,EVA,Unknown,0.0,Position Paper,0.6416,Position Paper,0.6416,zero-shot
ed00edf4d49bb4485550ab88836e38a54d2c52f1,MILPaC: A Novel Benchmark for Evaluating Translation of Legal Text to Indian Languages.,2025,ACM Trans. Asian Low Resour. Lang. Inf. Process.,Unknown,0.0,Empirical Study,0.5941,Empirical Study,0.5941,zero-shot
de8a9492e0b6bbf385d4e14e6e9a15a9ceaf415e,Exploring Process Debt in Large-Scale Agile Software Development For Secure Telecom Solutions.,2024,TechDebt@ICSE,Case Study,1.0,Empirical Study,0.4493,Case Study,1.0,rule
096b442e835a0169066f0c93bd1a47964e0e081a,Process Debt: a First Exploration.,2020,APSEC,Unknown,0.0,Theoretical Contribution,0.763,Theoretical Contribution,0.763,zero-shot
ab5c231cf891d61d8ca7258481a3ed18d169d1f4,Awareness and Management of Social Debt in the German ICT Industry: A Multi-Perspective Analysis.,2026,IEEE Access,Position Paper,1.0,Theoretical Contribution,0.4429,Position Paper,1.0,rule
d8b3cb502795701246d142a342598b3d7da92130,Towards the development of an adaptive model for managing social debt in distributed agile software development environments.,2025,CIbSE,Unknown,0.0,Theoretical Contribution,0.4479,Theoretical Contribution,0.4479,zero-shot
ff16483e312498daa1d4a8cc628e89b027a07ee4,Social debt in software engineering: insights from industry.,2015,J. Internet Serv. Appl.,Unknown,0.0,Empirical Study,0.3135,Empirical Study,0.3135,zero-shot
9da21a344d2ebb72a631e373ebae6adfd5168f98,People and Management Debt in ML-Integrated Software Projects: Structuring Industry Insights.,2025,IEEE Access,Unknown,0.0,Empirical Study,0.587,Empirical Study,0.587,zero-shot
efea7e068d0a180fda76df06fae072efcb977edb,Behavior-based test smells refactoring : Toward an automatic approach to refactoring Eager Test and Lazy Test smells.,2022,ICSE-Companion,Unknown,0.0,Empirical Study,0.6453,Empirical Study,0.6453,zero-shot
02a65d054f4005a01ed1da2f3a54fcaf3ff4c1f0,Manual Tests Do Smell! Cataloging and Identifying Natural Language Test Smells.,2023,ESEM,Empirical Study,1.0,Empirical Study,0.56,Empirical Study,1.0,rule
456aa369639849fdc6de7406fff137ca4f7a912a,Guidelines for GUI testing maintenance: a linter for test smell detection.,2022,A-TEST@ESEC/SIGSOFT FSE,Systematic Literature Review,1.0,Empirical Study,0.478,Systematic Literature Review,1.0,rule
4d7906f87aea0a1f432e0b46b392fdcb3d90356f,Test smell: A parasitic energy consumer in software testing.,2025,Inf. Softw. Technol.,Empirical Study,1.0,Empirical Study,0.9107,Empirical Study,1.0,rule
335c6385dc4fa306abb78f85c007275cb5d37ae6,The Scent of Test Effectiveness: Can Scriptless Testing Reveal Code Smells?,2025,ENASE,Experience Report,1.0,Empirical Study,0.4281,Experience Report,1.0,rule
7f5190603ecb02bb94cdf4c70efb797b2e4379c2,On the Harmfulness of Test Smells in Manual System Testing: A Controlled Experiment.,2025,ESEM,Controlled Experiment,1.0,Controlled Experiment,0.6122,Controlled Experiment,1.0,rule
079a686ffee6dd7b4caa21ca638b8cfbe08a21d7,Predicting the Root Cause of Flaky Tests Based on Test Smells.,2025,ICSR,Unknown,0.0,Theoretical Contribution,0.4116,Theoretical Contribution,0.4116,zero-shot
99908577a65e5fa67f070f0838f9fe5883bb726b,What&apos;s DAT Smell? Untangling and Weaving the Disjoint Assertion Tangle Test Smell.,2025,ASE,Tool Paper,0.6,Empirical Study,0.4111,Tool Paper,0.6,rule
88bf0ad436eb12c8513c9d91e0aae0dcb4bb8ba3,From Fine-tuning to Output: An Empirical Investigation of Test Smells in Transformer-Based Test Code Generation.,2024,SAC,Empirical Study,1.0,Empirical Study,0.8166,Empirical Study,1.0,rule
192ac00421ea922fcf7e65406157c20bef352f6a,Do the Test Smells Assertion Roulette and Eager Test Impact Students&apos; Troubleshooting and Debugging Capabilities?,2023,SEET@ICSE,Controlled Experiment,1.0,Controlled Experiment,0.4023,Controlled Experiment,1.0,rule
440b164c056544cdd6d98fcfbc39d5828b3b3f30,Improved Flaky Test Detection with Black-Box Approach and Test Smells.,2023,ISCC,Tool Paper,1.0,Empirical Study,0.5401,Tool Paper,1.0,rule
a32e1ddf392b6410a7cdc885a8e58bf5242cc37b,Pytest-Smell: a smell detection tool for Python unit tests.,2022,ISSTA,Tool Paper,1.0,Tool Paper,0.4055,Tool Paper,1.0,rule
35ff3fbae63ae53d2c2cfea5a568e4a2811b9dfc,Is Assertion Roulette still a test smell? An experiment from the perspective of testing education.,2022,VL/HCC,Empirical Study,1.0,Empirical Study,0.816,Empirical Study,1.0,rule
cb44bf580712430d74722c2a3bdabf1d5db88e1a,On the test smells detection: an empirical study on the JNose Test accuracy.,2021,J. Softw. Eng. Res. Dev.,Tool Paper,0.667,Tool Paper,0.5133,Tool Paper,0.667,rule
5df3a6ac459dca3c648a859fd314af14a058eb68,Unit Test Smells and Accuracy of Software Engineering Student Test Suites.,2021,ITiCSE,Unknown,0.0,Empirical Study,0.8664,Empirical Study,0.8664,zero-shot
19344c9fb09e78e4aa73a35f937ba7a488193baf,"Revisiting Test Smells in Automatically Generated Tests: Limitations, Pitfalls, and Opportunities.",2020,ICSME,Tool Paper,0.5,Empirical Study,0.8355,Tool Paper,0.5,rule
ad3583c46e64f44931a3140570fd1f4ca3066b0c,Does Refactoring of Test Smells Induce Fixing Flaky Tests?,2017,ICSME,Unknown,0.0,Empirical Study,0.7156,Empirical Study,0.7156,zero-shot
aebebe6a528c8c29c2fee0b19c76a2866c19a9bb,Prioritizing Test Smells: An Empirical Evaluation of Quality Metrics and Developer Perceptions.,2025,ICSME,Empirical Study,1.0,Empirical Study,0.6771,Empirical Study,1.0,rule
03252e437d6a5cf7e77dae8ca5ef1db2694274b8,VRTestSniffer: Test Smell Detector for Virtual Reality (VR) Software Projects.,2025,ASE,Tool Paper,0.667,Empirical Study,0.3769,Tool Paper,0.667,rule
14ed0db25702e35cce61fe36563fa96bf633e8d3,A Catalog of Transformations to Remove Smells From Natural Language Tests.,2024,EASE,Tool Paper,0.75,Empirical Study,0.5276,Tool Paper,0.75,rule
895dd09d7a8b186e1bfc4c1b61aa4b1571c4700c,Test Smells Learning by a Gamification Approach.,2024,Gamify@ISSTA,Position Paper,1.0,Position Paper,0.5195,Position Paper,1.0,rule
bdfe66154d04400b9fdb2f3956e6ed0646c55767,xNose: A Test Smell Detector for C#.,2024,ICSE Companion,Empirical Study,1.0,Tool Paper,0.4396,Empirical Study,1.0,rule
dca4a1d364980dcb7a060a06f1b51bcb6b2c473b,Test smell refactoring revisited: What can internal quality attributes and developers&apos; experience tell us?,2023,J. Softw. Eng. Res. Dev.,Unknown,0.0,Empirical Study,0.8356,Empirical Study,0.8356,zero-shot
22fe63249eaef0798bf4277717fb0aa83d2691ff,Refactoring Test Smells With JUnit 5: Why Should Developers Keep Up-to-Date?,2023,IEEE Trans. Software Eng.,Unknown,0.0,Empirical Study,0.373,Empirical Study,0.373,zero-shot
6af624694a5b166473639d1441593e0f9a5ef232,Practitioner Perceptions of Ansible Test Smells.,2023,ICSA-C,Unknown,0.0,Empirical Study,0.5602,Empirical Study,0.5602,zero-shot
553a0129dbf72b724f5ff6e56d26a9f649bae70a,Hearing the voice of experts: Unveiling Stack Exchange communities&apos; knowledge of test smells.,2023,CHASE,Empirical Study,1.0,Empirical Study,0.8408,Empirical Study,1.0,rule
8fd4287d6fd19c8ca3e2d49e4c68a8a2a9c79acc,Detection of test smells with basic language analysis methods and its evaluation.,2023,SANER,Unknown,0.0,Empirical Study,0.4067,Empirical Study,0.4067,zero-shot
968abfc6eb3da511b1a93461f5d6c272eb6ab4b1,A preliminary evaluation on the relationship among architectural and test smells.,2022,SCAM,Unknown,0.0,Empirical Study,0.8021,Empirical Study,0.8021,zero-shot
c2b24c84c1ff76b4c4f2ef1b71de1d3302b10112,How are test smells treated in the wild? A tale of two empirical studies.,2021,J. Softw. Eng. Res. Dev.,Unknown,0.0,Empirical Study,0.6522,Empirical Study,0.6522,zero-shot
6f0a4e7dadb218d9b2fefe31f31297a92d49a576,Test Smell Detection Tools: A Systematic Mapping Study.,2021,EASE,Systematic Literature Review,1.0,Empirical Study,0.5273,Systematic Literature Review,1.0,rule
087ca88397d51dc8bf334172911416e0aed8a474,JTDog: a Gradle Plugin for Dynamic Test Smell Detection.,2021,ASE,Tool Paper,0.75,Empirical Study,0.4318,Tool Paper,0.75,rule
05463f53b67305ad8da7b8f3d5e4cfab28c7d125,PyNose: A Test Smell Detector For Python.,2021,ASE,Tool Paper,0.5,Empirical Study,0.3408,Tool Paper,0.5,rule
e66cd45ce05cca417ba8cf92f58ca5b5415491e9,Reducing redundancy of test cases generation using code smell detection and refactoring.,2020,J. King Saud Univ. Comput. Inf. Sci.,Unknown,0.0,Empirical Study,0.9145,Empirical Study,0.9145,zero-shot
71daa51df96244cbcb2f42261c91e0281c177d90,An empirical study on the evolution of test smell.,2020,ICSE,Empirical Study,1.0,Empirical Study,0.9712,Empirical Study,1.0,rule
3a114190abaa70d5dd59f97cb81490f7c96a992e,Just-In-Time Test Smell Detection and Refactoring: The DARTS Project.,2020,ICPC,Tool Paper,1.0,Tool Paper,0.7069,Tool Paper,1.0,rule
f9179abfa58cf5eb74479cc2a0481db45dbb26d9,Investigating Severity Thresholds for Test Smells.,2020,MSR,Empirical Study,1.0,Empirical Study,0.914,Empirical Study,1.0,rule
642d08344b3bc9c72ca31e8419432bc877561089,tsDetect: an open source test smells detection tool.,2020,ESEC/SIGSOFT FSE,Tool Paper,1.0,Tool Paper,0.5314,Tool Paper,1.0,rule
b37cf5d014ce7e02be2246d91c10fb40968999c3,An Exploratory Study of the Relationship Between Software Test Smells and Fault-Proneness.,2019,IEEE Access,Case Study,0.5,Empirical Study,0.9139,Case Study,0.5,rule
dbfc7f6edcee9b68effd3a5f4436d18a8c307fa5,Assessing diffusion and perception of test smells in scala projects.,2019,MSR,Unknown,0.0,Empirical Study,0.8431,Empirical Study,0.8431,zero-shot
361ff051da74099de1655413cf277df816a2d712,SoCRATES: Scala radar for test smells.,2019,SCALA@ECOOP,Tool Paper,0.667,Empirical Study,0.3473,Tool Paper,0.667,rule
1e66c22ac4d7440b2e77b77c0e877e875388dfce,Automatic Test Smell Detection Using Information Retrieval Techniques.,2018,ICSME,Empirical Study,1.0,Empirical Study,0.4674,Empirical Study,1.0,rule
b05bd4c06551c0a15264c97ef6b95bd3349e1851,On the Relation of Test Smells to Software Code Quality.,2018,ICSME,Unknown,0.0,Empirical Study,0.8777,Empirical Study,0.8777,zero-shot
47fdbb6e73652b3f896e49bf27a5d058b95265a7,Tackling Software Architecture Erosion: Joint Architecture and Implementation Repairing by a Knowledge-based Approach.,2021,APR@ICSE,Tool Paper,1.0,Theoretical Contribution,0.5653,Tool Paper,1.0,rule
1f1e0c67b4483627ca1863412f71e8c70fb2bfcb,Symptoms of Architecture Erosion in Code Reviews: A Study of Two OpenStack Projects.,2022,ICSA,Empirical Study,1.0,Empirical Study,0.419,Empirical Study,1.0,rule
ad49128b96053d7e77cd14e07b80e1931ef74819,Understanding Architecture Erosion: The Practitioners&apos; Perceptive.,2021,ICPC,Empirical Study,1.0,Empirical Study,0.4456,Empirical Study,1.0,rule
4c9525056cf69da1957a0d3bfe9488111dcf9b82,Drift and Erosion in Software Architecture: Summary and Prevention Strategies.,2020,ICISDM,Unknown,0.0,Theoretical Contribution,0.5683,Theoretical Contribution,0.5683,zero-shot
472b65c3acec78fa96394416592c3225b865cacf,Exploring Fairness Debt Through Evidence from Studies on Algorithmic Discrimination.,2025,TechDebt,Survey,1.0,Empirical Study,0.6157,Survey,1.0,rule
368bbbb576a417c9a949440204aff0564b2aecca,"Increasing, not Diminishing: Investigating the Returns of Highly Maintainable Code.",2024,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.7205,Empirical Study,0.7205,zero-shot
716c68f129a7e077399670f0e8dad065d373a49d,What you See is What you Get: Exploring the Relation between Code Aesthetics and Code Quality.,2024,TechDebt@ICSE,Unknown,0.0,Position Paper,0.2538,Position Paper,0.2538,zero-shot
07a72119a7c18bd075056f0be6245dc955554536,Exploring the Effect of Various Maintenance Activities on the Accumulation of TD Principal.,2023,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.8638,Empirical Study,0.8638,zero-shot
90df7787973777be55970eaba3e686adbc0e868c,How to introduce TD Management into a Software Development Process - A Practical Approach.,2023,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.9571,Empirical Study,0.9571,zero-shot
1ea228c8fb8fb0dfe4e7a82b0d719822428196e6,Resolving Security Issues via Quality-Oriented Refactoring: A User Study.,2023,TechDebt@ICSE,Tool Paper,0.667,Empirical Study,0.723,Tool Paper,0.667,rule
58c9a17d71477f9145c4c67d43d855a2f6a827f8,Identifying Code Changes for Architecture Decay via a Metric Forest Structure.,2023,TechDebt@ICSE,Tool Paper,1.0,Position Paper,0.3043,Tool Paper,1.0,rule
136397a6eadc792c4b0a73f1de85bfc1c857f5fd,Merging smell detectors: evidence on the agreement of multiple tools.,2022,TechDebt@ICSE,Tool Paper,0.667,Empirical Study,0.3618,Tool Paper,0.667,rule
ffddbe5f7f7727e884373e9e7cb72adf5ac56b81,MultiDimEr: a multi-dimensional bug analyzEr.,2022,TechDebt@ICSE,Experience Report,1.0,Tool Paper,0.2857,Experience Report,1.0,rule
0fc0699c9c0e6ce1ee92ef61c892e0726324d1d7,Code red: the business impact of code quality - a quantitative study of 39 proprietary production codebases.,2022,TechDebt@ICSE,Empirical Study,1.0,Empirical Study,0.665,Empirical Study,1.0,rule
1341451643f9ac4d41a18d19acd555ddc7d1c17f,Towards measuring the aggregated debt of trustworthiness level.,2022,TechDebt@ICSE,Tool Paper,1.0,Theoretical Contribution,0.6034,Tool Paper,1.0,rule
79dda32b26d38d204eac5f04e49a7dbfb7322769,Predicting Relative Thresholds for Object Oriented Metrics.,2021,TechDebt@ICSE,Empirical Study,1.0,Empirical Study,0.649,Empirical Study,1.0,rule
fea9473098e87c289eded66c3f9d801c6ef47d0f,Worst Smells and Their Worst Reasons.,2021,TechDebt@ICSE,Survey,1.0,Empirical Study,0.4452,Survey,1.0,rule
a5005fa047640821928214e1791137a869d0928c,"Security Debt: Characteristics, Product Life-Cycle Integration and Items.",2021,TechDebt@ICSE,Unknown,0.0,Theoretical Contribution,0.8254,Theoretical Contribution,0.8254,zero-shot
2da13e475b1982179cbd6d5a9d1cedfd728aba59,On energy debt: managing consumption on evolving software.,2020,TechDebt@ICSE,Unknown,0.0,Theoretical Contribution,0.9627,Theoretical Contribution,0.9627,zero-shot
90dbf6f3331fee265a7c692d138de38366279584,Detecting bad smells with machine learning algorithms: an empirical study.,2020,TechDebt@ICSE,Empirical Study,1.0,Empirical Study,0.6992,Empirical Study,1.0,rule
80ebf8347a5290f1d5e6b520fcb4331481146a52,Towards microservice smells detection.,2020,TechDebt@ICSE,Tool Paper,1.0,Empirical Study,0.5505,Tool Paper,1.0,rule
9e403d15ef92fc21fd45f660d3bbcccea3fbcd3d,Architectural smells detected by tools: a catalogue proposal.,2019,TechDebt@ICSE,Unknown,0.0,Theoretical Contribution,0.8749,Theoretical Contribution,0.8749,zero-shot
1287137e11b76cc5870bce89fe9bcdc77228a2b5,CodeArena: inspecting and improving code quality metrics using minecraft.,2019,TechDebt@ICSE,Unknown,0.0,Position Paper,0.3674,Position Paper,0.3674,zero-shot
b1a47de75bf6315ebab8303ab1efb735416afc29,The delta maintainability model: measuring maintainability of fine-grained code changes.,2019,TechDebt@ICSE,Empirical Study,1.0,Empirical Study,0.4019,Empirical Study,1.0,rule
ea22224d363efe164dc187a97c587742b8cac68d,DV8: automated architecture analysis tool suites.,2019,TechDebt@ICSE,Tool Paper,1.0,Tool Paper,0.9671,Tool Paper,1.0,rule
83d436bfcd1c472ebb6d59068b768da519ccb319,Lessons from the exponential growth of refactoring research in the last decade.,2019,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.3933,Empirical Study,0.3933,zero-shot
86a4f6496e5153ee343c38048c427e11316773ea,Identifying scalability debt in open systems.,2019,TechDebt@ICSE,Tool Paper,1.0,Empirical Study,0.3224,Tool Paper,1.0,rule
f526e82e0237d4ac07e755a14a5cad98c12f5df7,CBR insight: measure and visualize source code quality.,2019,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.3813,Empirical Study,0.3813,zero-shot
ce3160b712b9b30355f21631ea35477f303c1d56,Silverthread CodeMRI care.,2019,TechDebt@ICSE,Unknown,0.0,Experience Report,0.5571,Experience Report,0.5571,zero-shot
