title,year,venue,doi,url,abstract,paper_id,predicted_type,confidence,unknown_reason,matched_rules
An empirical study on self-fixed technical debt.,2020,TechDebt@ICSE,10.1145/3387906.3388621,https://dblp.org/rec/conf/icse/TanFA20,"Technical Debt (TD) can be paid back either by those that incurred it or by others. We call the former self-fixed TD, and it is particularly effective, as developers are experts in their own code and are best-suited to fix the corresponding TD issues. To what extent is TD self-fixed, which types of TD are more likely to be self-fixed and is the remediation time of self-fixed TD shorter than non-self-fixed TD? This paper attempts to answer these questions. It reports on an empirical study that analyzes the self-fixed issues of five types of TD (i.e., Code, Defect, Design, Documentation and Test), captured via static analysis, in more than 17,000 commits from 20 Python projects of the Apache Software Foundation. The results show that more than two thirds of the issues are self-fixed and that the self-fixing rate is negatively correlated with the number of commits, developers and project size. Furthermore, the survival time of self-fixed issues is generally shorter than non-self-fixed issues. Moreover, the majority of Defect Debt tends to be self-fixed and has a shorter survival time, while Test Debt and Design Debt are likely to be fixed by other developers. These results can benefit both researchers and practitioners by aiding the prioritization of TD remediation activities within development teams, and by informing the development of TD management tools.",f9a157f411b9c3629444d9af1d013ffb8c41a3c5,Empirical Study,1.0,,\bempirical study\b
Experiences with technical debt and management strategies in production systems engineering.,2020,TechDebt@ICSE,10.1145/3387906.3388627,https://dblp.org/rec/conf/icse/WaltersdorferRK20,"Technical Debt (TD) has proven to be a suitable communication concept for software-intensive contexts to raise awareness regarding longterm negative effects of deviations from standards and guidelines. TD has also been introduced to systems engineering domain, to communicate design shortcomings in long-running, software-assisted systems. We analysed potential TD in the engineering data exchange for production system engineering. Similar to requirements engineering in software-intensive systems, data exchange in the design phase plays an integral part in Software Engineering (SE) for Production Systems Engineering: Specifications, and physical logic have to be derived from heterogeneous plant models or parameter tables designed by different stakeholders. However, traditional procedures and inadequate tool support lead to inefficient data extraction and integration. We identified debt arising from knowledge representation, data model and the exchange process. The refinement validation of identified TD was achieved through semi-structured interviews with representatives in two analysed companies. In an online survey with ten participants from an industrial consortium we evaluated whether the identified TD concepts also applied to other companies, which is true for the majority of TD. Furthermore, we discuss promising TD management strategies to repay and manage negative effects and the accumulation of additional debt, such as improved communication, test-driven model engineering and visualisation of engineering models.",b6d7881ed9fb0486d1ef7009ca2058babe3227c3,Survey,1.0,,\bonline survey\b
Who (Self) Admits Technical Debt?,2020,ICSME,10.1109/ICSME46990.2020.00070,https://dblp.org/rec/conf/icsm/FucciZSP20,"Self-Admitted Technical Debt (SATD) are comments, left by developers in the source code or elsewhere, aimed at describing the presence of TD, i.e., source code ""not ready yet"". Although this was never stated in the original paper by Potdar and Shihab, the term SATD might suggest that it refers to a ""self-admission"" by whoever has written or changed the source code. This paper empirically investigates, using a curated SATD dataset from five Java open-source projects, (i) the extent to which SATD comments are introduced by authors different from those who have done last changes to the related source code, and (ii) when this happens, what is the level of ownership those developers have about the commented source code. Results of the study indicate that, depending on the project, the percentage of SATD admissions introduced or changed without modifying the related source code varies between 0% and 16%, and therefore represent a small, yet not negligible, phenomenon. The level of ownership of those developers is not particularly low, with a median value per project between 10% and 42%. This indicates the possible use of SATD as a different way to perform code review, although this behavior should be considered sub-optimal to the use of more traditional tools, which entail suitable notification mechanisms.",b415aa07733973008c9175d0c92dea19778b5b09,Unknown,0.0,no_match,
Interest of Defect Technical Debt: An Exploratory Study on Apache Projects.,2020,ICSME,10.1109/ICSME46990.2020.00065,https://dblp.org/rec/conf/icsm/LiY0MY20,"Defect technical debt (defect debt) refers to known deferred bugs that have not been fixed. The interest of a defect debt item (i.e., bug) is the extra effort needed to fix the bug due to the delay of fixing. It is important to measure defect debt interest in a software system in order to be aware of how much the interest of certain bugs is and which bugs should be fixed first. Furthermore, it is valuable to understand the features of the bugs of high interest or no interest, so as to facilitate the identification of those kinds of bugs. In this work, we proposed three pairs of measures for quantifying defect debt interest at three granularities (i.e., lines of code, source file, and package) of software changes, and conducted an exploratory case study on 13,438 bugs collected from 59 non-trivial Apache open source software projects written mainly in Java. We have the following findings. (1) Each bug, with an average of 224 days delay of fixing, has interest of 660 to 845 lines of code, 0.57 to 1.05 source files, and 0.29 to 0.35 package on average in need for understanding or modifying when fixing the bug. (2) The average interest of a bug shows overall increasing trends over delayed time of bug fixing and bug priority levels from the lowest to highest. (3) Around 30% of the bugs under study did not incur interest at the granularity of lines of code, which means that the involved source files in the bug-fixing commits of such bugs were not modified at all during the delayed time of bug fixing. (4) The average code change size of bug-fixing commits of a bug without interest is much smaller than that of a bug with (high) interest; for a bug without interest at the granularity of lines of code, the source files involved in the bug-fixing commits of the bug were alternately modified by different committers much less frequently than those of the bug with (high) interest.",e3d0299ed3ed7dafec951226e116c5a19e01cd00,Case Study,0.667,,\bcase study\b; \bexploratory case study\b
Detecting and Explaining Self-Admitted Technical Debts with Attention-based Neural Networks.,2020,ASE,10.1145/3324884.3416583,https://dblp.org/rec/conf/kbse/WangLLCLW20,"Self-Admitted Technical Debt (SATD) is a sub-type of technical debt. It is introduced to represent such technical debts that are intentionally introduced by developers in the process of software development. While being able to gain short-term benefits, the introduction of SATDs often requires to be paid back later with a higher cost, e.g., introducing bugs to the software or increasing the complexity of the software. To cope with these issues, our community has proposed various machine learning-based approaches to detect SATDs. These approaches, however, are either not generic that usually require manual feature engineering efforts or do not provide promising means to explain the predicted outcomes. To that end, we propose to the community a novel approach, namely HATD (Hybrid Attention-based method for self-admitted Technical Debt detection), to detect and explain SATDs using attention-based neural networks. Through extensive experiments on 445,365 comments in 20 projects, we show that HATD is effective in detecting SATDs on both in-the-lab and in-the-wild datasets under both within-project and cross-project settings. HATD also outperforms the state-of-the-art approaches in detecting and explaining SATDs.",4f09c97321628688c7f3cbaa76ef132656a4b830,Tool Paper,0.5,,"\bwe (?:propose|present|introduce|develop|design|build|implement)\b.{0,45}\b(?:approach|method|methodolog|technique|framework|model|classifier|tool|system|dataset|data set|index|metric|pipeline|algorithm|plug[- ]?in|prototype)\b"
Metamodel deprecation to manage technical debt in model co-evolution.,2020,MoDELS,10.1145/3417990.3419625,https://dblp.org/rec/conf/models/IovinoSRP20,"Model-Driven Engineering helps formalize problem-domains by using metamodels. Modeling ecosystems consisting of purposely designed editors, transformations, and code generators are defined on top of the metamodels. Analogously to other software forms, metamodels can evolve---consequently, the validity of existing artifacts might be compromised. Coupled evolution provides techniques for restoring artifacts' validity in response to metamodel evolution. In this paper, we propose using deprecation in metamodeling to mitigate the difficulties in performing a class of adaptations that must be operated manually. Technical debt in co-evolution can be regarded as the outcome of procrastinating the migration of artifacts and, thus, must be reduced if not eliminated. Tool support for the adoption of deprecation and technical debt is used to demonstrate the feasibility of the methods.",5811730096701f5e9815f0b3b4d17e81a42774c3,Tool Paper,1.0,,\b(?:a |the |our )?tool (?:for|to|that|which|supports?|called)\b
Beyond the Code: Mining Self-Admitted Technical Debt in Issue Tracker Systems.,2020,MSR,10.1145/3379597.3387459,https://dblp.org/rec/conf/msr/XavierFBV20,"Self-admitted technical debt (SATD) is a particular case of Technical Debt (TD) where developers explicitly acknowledge their sub-optimal implementation decisions. Previous studies mine SATD by searching for specific TD-related terms in source code comments. By contrast, in this paper we argue that developers can admit technical debt by other means, e.g., by creating issues in tracking systems and labelling them as referring to TD. We refer to this type of SATD as issue-based SATD or just SATD-I. We study a sample of 286 SATD-I instances collected from five open source projects, including Microsoft Visual Studio and GitLab Community Edition. We show that only 29% of the studied SATD-I instances can be tracked to source code comments. We also show that SATD- I issues take more time to be closed, compared to other issues, although they are not more complex in terms of code churn. Besides, in 45% of the studied issues TD was introduced to ship earlier, and in almost 60% it refers to Design flaws. Finally, we report that most developers pay SATD-I to reduce its costs or interests (66%). Our findings suggest that there is space for designing novel tools to support technical debt management, particularly tools that encourage developers to create and label issues containing TD concerns.",aa6274e4fdb5bd4d653976203fd1a20b36d33104,Position Paper,1.0,,\bwe argue\b
Actions and impediments for technical debt prevention: results from a global family of industrial surveys.,2020,SAC,10.1145/3341105.3373912,https://dblp.org/rec/conf/sac/FreireRMFSIS20,"Background: Preventing the occurrence of technical debt (TD) in software projects can be cheaper than its payment. Prevention practices also help in catching inexperienced developers' 'not-so-good' solutions. However, little is known on how to prevent the occurrence of TD. Aims: To investigate, from the point of view of software practitioners, preventive actions that can be used to curb the occurrence of TD and the impediments that hamper the use of those actions. Method: We use data from the InsighTD Project, a family of industrial surveys specifically designed to study software engineering TD. We use a corpus of answers from 207 practitioners across different geographic locations to identify and analyze - both quantitatively and qualitatively - the TD preventive actions most used in practice. Results: We found that project planning, adoption of good practices, well-defined requirements, creating tests, and training are the most cited preventive actions that curb TD in software projects. We also identified seven preventive action categories and defined relationships among them and TD types. On the other hand, the main impediments to prevent TD are related to inappropriate project planning and lack of expertise of the team. Conclusions: Our list of preventive actions and impediments can help practitioners to implement policies for the sector and guide TD researches in a problem-driven way.",797cb48e275049f5f0be34a02388bf71d4e371e1,Survey,1.0,,\bfrom the (?:point of view|perspective) of (?:software )?practitioners\b
Automated Identification of On-hold Self-admitted Technical Debt.,2020,SCAM,10.1109/SCAM51674.2020.00011,https://dblp.org/rec/conf/scam/Maipradit00BLHM20,"Modern software is developed under considerable time pressure, which implies that developers more often than not have to resort to compromises when it comes to code that is well written and code that just does the job. This has led over the past decades to the concept of “technical debt”, a short-term hack that potentially generates long-term maintenance problems. Self-admitted technical debt (SATD) is a particular form of technical debt: developers consciously perform the hack but also document it in the code by adding comments as a reminder (or as an admission of guilt). We focus on a specific type of SATD, namely “On-hold” SATD, in which developers document in their comments the need to halt an implementation task due to conditions outside of their scope of work (e.g., an open issue must be closed before a function can be implemented).We present an approach, based on regular expressions and machine learning, which is able to detect issues referenced in code comments, and to automatically classify the detected instances as either “On-hold” (the issue is referenced to indicate the need to wait for its resolution before completing a task), or as “cross-reference”, (the issue is referenced to document the code, for example to explain the rationale behind an implementation choice). Our approach also mines the issue tracker of the projects to check if the On-hold SATD instances are “superfluous” and can be removed (i.e., the referenced issue has been closed, but the SATD is still in the code). Our evaluation confirms that our approach can indeed identify relevant instances of On-hold SATD. We illustrate its usefulness by identifying superfluous On-hold SATD instances in open source projects as confirmed by the original developers.",828a847dc44f08bbf2fe2688dcf4633f151ee022,Tool Paper,1.0,,"\bwe (?:propose|present|introduce|develop|design|build|implement)\b.{0,45}\b(?:approach|method|methodolog|technique|framework|model|classifier|tool|system|dataset|data set|index|metric|pipeline|algorithm|plug[- ]?in|prototype)\b; \bautomatically\s+(?:identif|detect|classif|extract|predict)"
Automatically Learning Patterns for Self-Admitted Technical Debt Removal.,2020,SANER,10.1109/SANER48275.2020.9054868,https://dblp.org/rec/conf/wcre/ZampettiSP20,"Technical Debt (TD) expresses the need for improvements in a software system, e.g., to its source code or architecture. In certain circumstances, developers “self-admit” technical debt (SATD) in their source code comments. Previous studies investigate when SATD is admitted, and what changes developers perform to remove it. Building on these studies, we present a first step towards the automated recommendation of SATD removal strategies. By leveraging a curated dataset of SATD removal patterns, we build a multi-level classifier capable of recommending six SATD removal strategies, e.g., changing API calls, conditionals, method signatures, exception handling, return statements, or telling that a more complex change is needed. SARDELE (SAtd Removal using DEep LEarning) combines a convolutional neural network trained on embeddings extracted from the SATD comments with a recurrent neural network trained on embeddings extracted from the SATD-affected source code. Our evaluation reveals that SARDELE is able to predict the type of change to be applied with an average precision of ~55%, recall of ~ 57%, and AUC of 0.73, reaching up to 73% precision, 63% recall, and 0.74 AUC for certain categories such as changes to method calls. Overall, results suggest that SATD removal follows recurrent patterns and indicate the feasibility of supporting developers in this task with automated recommenders.",53f2348902e3bfdbcc118ed20824684cc25f156a,Tool Paper,1.0,,"\bwe (?:propose|present|introduce|develop|design|build|implement)\b.{0,45}\b(?:approach|method|methodolog|technique|framework|model|classifier|tool|system|dataset|data set|index|metric|pipeline|algorithm|plug[- ]?in|prototype)\b; \ba (?:balanced|augmented|annotated|curated|labeled|benchmark) dataset\b"
Identification of Self-Admitted Technical Debt Using Enhanced Feature Selection Based on Word Embedding.,2019,IEEE Access,10.1109/ACCESS.2019.2933318,https://dblp.org/rec/journals/access/FlisarP19,"Self-admitted technical debt (SATD) is annotated in source code comments by developers and has been recognized as a great source of discovering flawed software. To reduce manual effort, some recent studies have focused on automated detection of SATD using text classification methods. To train their classifier, these methods need labeled samples, which also require a lot of effort to obtain. We developed a new SATD identification method, which takes advantage of a large corpus of unlabeled code comments, extracted from open source projects, to train a word embedding model. After applying feature selection, the pre-trained word embedding is used for discovering semantically similar features in source code comments to enhance the original feature set. By using such enhanced feature set for classification, our goal was to improve the identification of SATD when compared to existing methods. The proposed feature enhancement method was used with the three most common feature selection methods (CHI, IG, and MI), and three well-known text classification algorithms (NB, SVM, and ME) and was tested on ten open source projects. The experimental results show a significant improvement in SATD identification over the compared methods. With an achieved 82% of correct predictions of SATD, the proposed method seems to be a good candidate to be adopted in practice.",59fe9c5443d0ed636d63caa4b960dedf7049a282,Unknown,0.0,no_match,
A Taste of the Software Industry Perception of Technical Debt and its Management in Brazil.,2019,J. Softw. Eng. Res. Dev.,10.5753/JSERD.2019.19,https://dblp.org/rec/journals/jserd/SilvaJT19,"Technical debt (TD) is receiving more and more attention to software engineering. Although it was initially used as a communication tool for technical and non-technical stakeholders, nowadays this concept supports the improvement of the software’s internal quality. Despite the increasing number of studies regarding TD and its management, only a few are concerned with the industry. Therefore, this primary study aims to characterize TD and its management under the perspective of Brazilian software organizations using their practitioners as proxies. A survey was performed with 62 practitioners, representing around 12 organizations and 30 software projects. The analysis of 40 valid questionnaires indicates that TD is still unknown to a considerable fraction of the participants, and only a small group of organizations adopt TD management activities in their projects. The survey package is available and can be used to support further investigations on TD management in software organizations.",b637463b4876dff0595741f8b0f465261dafd26f,Tool Paper,1.0,,\b(?:a |the |our )?tool (?:for|to|that|which|supports?|called)\b
Integrating Technical Debt Management and Software Quality Management Processes: A Normative Framework and Field Tests.,2019,IEEE Trans. Software Eng.,10.1109/TSE.2017.2774832,https://dblp.org/rec/journals/tse/RamasubbuK19,"Despite the increasing awareness of the importance of managing technical debt in software product development, systematic processes for implementing technical debt management in software production have not been readily available. In this paper we report on the development and field tests of a normative process framework that systematically incorporates steps for managing technical debt in commercial software production. The framework integrates processes required for technical debt management with existing software quality management processes prescribed by the project management body of knowledge (PMBOK), and it contributes to the further development of software-specific extensions to the PMBOK. We partnered with three commercial software product development organizations to implement the framework in real-world software production settings. All three organizations, irrespective of their varying software process maturity levels, were able to adopt the proposed framework and integrate the prescribed technical debt management processes with their existing software quality management processes. Our longitudinal observations and case-study interviews indicate that the organizations were able to accrue economic benefits from the adoption and use of the integrated framework.",fd46e3ce0426ec46e678072b4a5842e9961f0d3d,Unknown,0.0,no_match,
Automating Change-Level Self-Admitted Technical Debt Determination.,2019,IEEE Trans. Software Eng.,10.1109/TSE.2018.2831232,https://dblp.org/rec/journals/tse/YanXSLYY19,"Technical debt (TD) is a metaphor to describe the situation where developers introduce suboptimal solutions during software development to achieve short-term goals that may affect the long-term software quality. Prior studies proposed different techniques to identify TD, such as identifying TD through code smells or by analyzing source code comments. Technical debt identified using comments is known as Self-Admitted Technical Debt (SATD) and refers to TD that is introduced intentionally. Compared with TD identified by code metrics or code smells, SATD is more reliable since it is admitted by developers using comments. Thus far, all of the state-of-the-art approaches identify SATD at the file-level. In essence, they identify whether a file has SATD or not. However, all of the SATD is introduced through software changes. Previous studies that identify SATD at the file-level in isolation cannot describe the TD context related to multiple files. Therefore, it is beneficial to identify the SATD once a change is being made. We refer to this type of TD identification as “Change-level SATD Determination”, which determines whether or not a change introduces SATD. Identifying SATD at the change-level can help to manage and control TD by understanding the TD context through tracing the introducing changes. To build a change-level SATD Determination model, we first identify TD from source code comments in source code files of all versions. Second, we label the changes that first introduce the SATD comments as TD-introducing changes. Third, we build the determination model by extracting 25 features from software changes that are divided into three dimensions, namely diffusion, history and message, respectively. To evaluate the effectiveness of our proposed model, we perform an empirical study on 7 open source projects containing a total of 100,011 software changes. The experimental results show that our model achieves a promising and better performance than four baselines in terms of AUC and cost-effectiveness (i.e., percentage of TD-introducing changes identified when inspecting 20 percent of changed LOC). On average across the 7 experimental projects, our model achieves AUC of 0.82, cost-effectiveness of 0.80, which is a significant improvement over the comparison baselines used. In addition, we found that “Diffusion” is the most discriminative dimension among the three dimensions of features for determining TD-introducing changes.",652b5f7fe649214a7ca58d8de4fb1b27c21a3670,Tool Paper,0.333,,"\bwe (?:propose|present|introduce|develop|design|build|implement)\b.{0,45}\b(?:approach|method|methodolog|technique|framework|model|classifier|tool|system|dataset|data set|index|metric|pipeline|algorithm|plug[- ]?in|prototype)\b"
Managing Security in Software: Or: How I Learned to Stop Worrying and Manage the Security Technical Debt.,2019,ARES,10.1145/3339252.3340338,https://dblp.org/rec/conf/IEEEares/RindellBJ19,"Context: Security work in software development is generally under-prioritized. Software developers are not aware of security engineering practices, or find them external to the software development process. To the management, security work presents itself in the form of reactive testing performed out of necessity, incurring only costs in terms of time and resources. The long-term benefits of the security work are more difficult to demonstrate and the security investment harder to justify. Objectives: The concept of technical debt is widely used, but its benefits for software security improvement and security risk management have not been fully realized. To make the direct and indirect benefits of security work in software development more visible and therefore more justifiable, the security risk in software is expressed in the terms of technical debt. Correspondingly, the security engineering techniques are utilized to recognize a technical debt containing a security risk: security debt. Method: The concept of managing security risk as technical debt in software development is constructed. It is then analysed using an evaluation framework drawn from literature. Result: Four central types of technical debt are considered for sources of security debt: requirements, architecture, code, and testing. Each type of security technical debt is analyzed from the aspect of three activities: identification, measurability and management, and repayment. The technical and organizational effects of applying this concept are examined. The evaluation framework increases the ability to identify technical debt through security practices, and to effectively mitigate security risk using technical debt management practices and tools. The framework deals with security issues in software architecture, code, and testing (ACT-S). Conclusion: Security engineering techniques provide an effective method to recognize internal quality issues in software requirements, architecture, coding, and testing. When expressed as technical debt, the management of security risk and addressing the underlying quality issues can gain increased visibility and can be more communicated between developers, security experts, and the management.",8a71b9905d7b261d54f3d7b6e87d2be009a55d8d,Unknown,0.0,no_match,
Automatic Classifying Self-Admitted Technical Debt Using N-Gram IDF.,2019,APSEC,10.1109/APSEC48747.2019.00050,https://dblp.org/rec/conf/apsec/Wattanakriengkrai19,"Technical Debt (TD) introduces a quality problem and increases maintenance cost since it may require improvements in the future. Several studies show that it is possible to automatically detect TD from source code comments that developers intentionally created, so-called self-admitted technical debt (SATD). Those studies proposed to use binary classification technique to predict whether a comment shows SATD. However, SATD has different types (e.g. design SATD and requirement SATD). In this paper, we therefore propose an approach using N-gram Inverse Document Frequency (IDF) and employ a multi-class classification technique to build a model that can identify different types of SATD. From the empirical evaluation on 10 open-source projects, our approach outperforms alternative methods (e.g. using BOW and TF-IDF). Our approach also improves the prediction performance over the baseline benchmark by 33%.",e1128d0d34e9a218cd99873c872bec7bd0c2ad07,Tool Paper,0.5,,"\b(?:novel|new|automated|automatic|proposed|a)\s+(?:approach|method|technique|framework|model|classifier|pipeline)\b.{0,45}\b(?:detect|identif|classif|predict|estimat|measur|forecast|recommend|remediat); \bautomatically\s+(?:identif|detect|classif|extract|predict)"
Security Risk Assessment and Management as Technical Debt.,2019,Cyber Security,10.1109/CYBERSECPODS.2019.8885100,https://dblp.org/rec/conf/cybersecpods/RindellH19,"The endeavor to achieving software security consists of a set of risk-based security engineering processes during software development. In iterative software development, the software design typically evolves as the project matures, and the technical environment may undergo considerable changes. This increases the work load of identifying, assessing and managing the security risk by each iteration, and after every change. Besides security risk, the changes also accumulate technical debt, an allegory for postponed or sub-optimally performed work. To manage the security risk in software development efficiently, and in terms and definitions familiar to software development organizations, the concept of technical debt is extended to contain security debt. To accommodate new technical debt with potential security implications, a security debt management approach is introduced. The selected approach is an extension to portfolio-based technical debt management framework. This includes identifying security risk in technical debt, and also provides means to expose debt by security engineering techniques that would otherwise remained hidden. The proposed approach includes risk-based extensions to prioritization mechanisms in existing technical debt management systems. Identification, management and repayment techniques are presented to identify, assess, and mitigate the security debt.",675d886b645eb1d72c5fc9601182e766c8f5ae0c,Unknown,0.0,no_match,
Monitoring Technical Debt in an Industrial Setting.,2019,EASE,10.1145/3319008.3319019,https://dblp.org/rec/conf/ease/ArvanitouABCS19,"Context: Technical Debt (TD) quantification has been studied in the literature and is supported by various tools; however, there is no common ground on what information shall be presented to stakeholders. Similarly to other quality monitoring processes, it is desirable to provide several views of quality through a dashboard, in which metrics concerning the phenomenon of interest are displayed. Objective: The aim of this study is to investigate the indicators that shall be presented in such a dashboard, so as to: (a) be meaningful for industrial stakeholders, (b) present all necessary information, and (c) be simple enough so that stakeholders can use them. Method: We explore TD Management (TDM) activities (i.e., measurement, prioritization, repayment) and choose the main concepts that need to be visualized, based on existing literature and toolsupport. Next, we perform a survey with 60 software engineers (i.e., architects, developers, etc.) working for 11 software development companies located in 9 countries, to understand their needs for TDM. Results / Conclusions: The results of the study suggest that different stakeholders need a different view of the quality dashboard, but also some commonalities can be identified. For example, on the one hand, managers are mostly interested in financial concepts, whereas on the other hand developers are more interested in the nature of the problems that exist in the code. The outcomes of this study can be useful to both researchers and practitioners, in the sense that the former can focus their efforts on aspects that are meaningful to industry, whereas the latter to develop meaningful dashboards, with multiple views.",cebc1f499168b96f81b8bd7b7cfe4faa232ad826,Experience Report,1.0,,\bin an? (?:industrial|industry|real[- ]world|production) (?:setting|context|environment)\b
Architecting for scale: the case for systematic software reuse in managing technical debt in start-ups.,2019,ECSA,10.1145/3344948.3344950,https://dblp.org/rec/conf/ecsa/Njima19,"Most start-ups aspire to become non-start-ups someday. One would argue then that architecting for scale means doing it right the first time. However, start-ups usually start with a single idea in search of market fit. Taking time to design and implement a scalable architecture is time that is not spent responding to customer demands and is usually not a priority. This short-term vision may lead start-ups to accumulate technical debt. This work is geared towards understanding how start-ups find a viable trade-off between customer demands and long term goals. We conduct expert interviews at start-ups and scale-ups with the hypothesis that reusing software for the management of technical debt would allow a start-up to quickly respond to the demanding needs of the market in the long run.",1a905710d6a2d8ba8cee341e7435d951cfd31c31,Unknown,0.0,no_match,
Usability Technical Debt in Software Projects: A Multi-Case Study.,2019,ESEM,10.1109/ESEM.2019.8870180,https://dblp.org/rec/conf/esem/LageKTS19,"Background: Over the years, several studies were conducted aiming at understanding the Technical Debt (TD) phenomenon and its implications on software development. Most of these studies focus on source code related TD types. The absence of empirical studies on usability debt motivated our research. Aims: The goal of this paper is to provide an initial usability debt characterization in software projects regarding its occurrence, type, and resolution effort. Method: We conducted a multi-case study, analyzing TD items of five software projects from four different companies. Results: We identified and classified 145 TD items in the projects. The analysis of these items allowed us to observe that the frequency of usability TD items ranged from 10.4% to 20.8% in the projects. The usability debt items cover a range of usability issues, violating eight out of the ten Nielsen usability heuristics. Regarding effort for paying the TD, usability debt items require a relatively low effort, ranging from 5.1% to 6.7% of the total TD resolution effort in the analyzed projects. Conclusions: Usability TD items are frequent, concern relevant usability issues and typically require low effort for their payment. Hence, paying this type of TD should receive high priority in TD management strategies.",5a14c8fdba4fbfb6d7a5a10c754951d962e936c5,Case Study,1.0,,\bcase study\b; \b(?:multiple|multi)[- ]case study\b
An Empirical Study on Technical Debt in a Finnish SME.,2019,ESEM,10.1109/ESEM.2019.8870169,https://dblp.org/rec/conf/esem/LenarduzziOSST19,"Background. The need to release our products under tough time constraints has required us to take shortcuts during the implementation of our products and to postpone the correct implementation, thereby accumulating Technical Debt. Objective. In this work, we report the experience of a Finnish SME in managing Technical Debt (TD), investigating the most common types of TD they faced in the past, their causes, and their effects. Method. We set up a focus group in the case-company, involving different roles. Results. The results showed that the most significant TD in the company stems from disagreements with the supplier and lack of test automation. Specification and test TD are the most significant types of TD. Budget and time constraints were identified as the most important root causes of TD. Conclusion. TD occurs when time or budget is limited or the amount of work are not understood properly. However, not all postponed activities generated ”debt”. Sometimes the accumulation of TD helped meet deadlines without a major impact, while in other cases the cost for repaying the TD was much higher than the benefits. From this study, we learned that learning, careful estimations, and continuous improvement could be good strategies to mitigate TD These strategies include iterative validation with customers, efficient communication with stakeholders, meta-cognition in estimations, and value orientation in budgeting and scheduling.",1cfb0c1c9f659261456daabf17cbe1cfd878f0a5,Unknown,0.0,tie:Empirical Study|Experience Report,"\bempirical study\b; \bwe (?:present|describe|report)\b.{0,20}\b(?:practice|experience|deployment)\b"
SARIF-enabled tooling to encourage gradual technical debt reduction.,2019,TechDebt@ICSE,10.1109/TECHDEBT.2019.00024,https://dblp.org/rec/conf/icse/AndersonKGV19,"SARIF is an emerging standard for representing the results of program analysis tools. This tool demo shows how it can enable integration between static analysis tools and version control systems such as GitHub, and by doing so, encourage developers to reduce technical debt in a gradual non-invasive fashion.",44b4dc7168e8f6740fcb68e58fea24f33af60535,Unknown,0.0,no_match,
Investigating on the impact of software clones on technical debt.,2019,TechDebt@ICSE,10.1109/TECHDEBT.2019.00029,https://dblp.org/rec/conf/icse/AversanoN19,"Code reuse by copying a code fragment with or without modification generates duplicate copies of exact or similar code fragments in a software system, known as code clones. The debate about the harmfulness of clone in ongoing in the literature, nevertheless, it is widely recognized that clones needs special considerations during software evolution. In this paper, it is proposed a quantitative analysis of technical debt values to understand if it is higher with cloned code than those without cloned code. Moreover, changes performed on these files have been analyzed by analyzing commit logs. According to our inspection on four subject systems, the technical debt of files with cloned code is significantly higher than those without cloned code. Moreover, as expected, files with cloned code are more impacted by changes.",b9ece7bdd4e8ba62d7ae3c624d3e62cab9097fcb,Unknown,0.0,no_match,
Temporal discounting in technical debt: how do software practitioners discount the future?,2019,TechDebt@ICSE,10.1109/TECHDEBT.2019.00011,https://dblp.org/rec/conf/icse/BeckerFMC19,"Technical Debt management decisions always imply a trade-off among outcomes at different points in time. In such intertemporal choices, distant outcomes are often valued lower than close ones, a phenomenon known as temporal discounting. Technical Debt research largely develops prescriptive approaches for how software engineers should make such decisions. Few have studied how they actually make them. This leaves open central questions about how software practitioners make decisions. This paper investigates how software practitioners discount uncertain future outcomes and whether they exhibit temporal discounting. We adopt experimental methods from intertemporal choice, an active area of research. We administered an online questionnaire to 33 developers from two companies in which we presented choices between developing a feature and making a longer-term investment in architecture. The results show wide-spread temporal discounting with notable differences in individual behavior. The results are consistent with similar studies in consumer behavior and raise a number of questions about the causal factors that influence temporal discounting in software engineering. As the first empirical study on intertemporal choice in SE, the paper establishes an empirical basis for understanding how software developers approach intertemporal choice and provides a blueprint for future studies.",b6ac5dc87b67a5698f6e0236115736a2d0e67d5e,Survey,1.0,,\bquestionnaire\b
Technical debt triage in backlog management.,2019,TechDebt@ICSE,10.1109/TECHDEBT.2019.00010,https://dblp.org/rec/conf/icse/BeskerMB19,"Remediation of technical debt through regular refactoring initiatives is considered vital for the software system's long and healthy life. However, since today's software companies face increasing pressure to deliver customer value continuously, the balance between spending developer time, effort, and resources on implementing new features or spending it on refactoring of technical debt becomes vital. The goal of this study is to explore how the prioritization of technical debt is carried out by practitioners within today's software industry. This study also investigates what factors influence the prioritization process and its related challenges. This paper reports the results of surveying 17 software practitioners, together with follow-up interviews with them. Our results show that there is no uniform way of prioritizing technical debt and that it is commonly done reactively without applying any explicit strategies. Often, technical debt issues are managed and prioritized in a shadow backlog, separate from the official sprint backlog. This study was also able to identify several different challenges related to prioritizing technical debt, such as the lack of quantitative information about the technical debt items and that the refactoring of technical debt issues competes with the implementation of customer requirements.",5a2c31313631e2a863d8541e858a874f308593a3,Unknown,0.0,no_match,
